sex,height,weight
M,1.79,88.6
F,1.65,56.1
M,1.66,67.5
M,1.6,91.7
M,1.57,65.7
F,1.66,62.0
F,1.64,87.2
F,1.66,75.6
F,1.79,87.1
M,1.78,75.6
F,1.63,57.4
M,1.71,67.4
M,1.8,68.6
F,1.61,63.8
M,1.79,97.5
F,1.72,78.9
F,1.89,86.2
F,1.57,46.7
F,1.54,86.2
M,1.63,70.3
M,1.64,78.9
M,1.65,80.4
M,1.81,85.1
M,1.72,84.3
M,2.0,82.7
M,1.75,84.7
F,1.38,54.1
F,1.69,84.6
M,1.71,72.3
F,1.71,82.1
F,1.7,74.8
M,1.76,102.1
M,1.83,98.7
F,1.42,48.9
F,1.7,83.5
M,1.71,61.7
F,1.52,61.6
M,1.72,67.4
F,1.54,63.0
F,1.74,81.9
F,1.72,80.7
F,1.7,86.1
F,1.71,53.6
F,1.44,60.3
M,1.78,86.1
F,1.64,61.4
M,1.71,61.9
F,1.57,69.5
F,1.75,67.7
F,1.75,74.5
F,1.52,57.8
M,1.62,55.3
M,2.01,65.8
M,1.58,54.1
M,1.81,74.5
M,1.77,74.6
F,1.74,79.9
M,1.79,113.7
M,1.73,67.8
F,1.69,54.5
F,1.55,64.4
F,1.54,61.0
M,1.86,86.6
M,1.73,63.5
F,1.52,53.9
F,1.46,41.4
F,1.6,71.4
F,1.44,60.4
M,1.63,49.1
F,1.71,78.8
M,1.83,99.3
F,1.59,53.5
M,1.78,82.0
M,1.71,78.9
F,1.51,67.1
M,1.8,70.3
M,1.65,79.5
F,1.55,46.3
M,1.66,76.3
M,1.87,92.5
F,1.65,76.8
M,1.67,62.5
M,1.74,68.6
F,1.74,87.9
F,1.63,98.2
F,1.59,65.3
M,1.78,68.9
M,1.78,82.6
F,1.54,57.2
M,1.8,80.1
M,1.74,69.6
F,1.62,63.2
M,1.73,70.7
M,1.82,72.5
F,1.73,59.0
M,1.9,101.5
F,1.65,64.0
M,1.87,130.4
M,1.68,50.8
F,1.36,47.6
F,1.66,53.9
F,1.66,77.8
M,1.75,67.6
M,1.7,78.9
F,1.71,60.4
M,1.68,76.4
M,1.88,105.6
F,1.56,54.3
M,1.69,68.7
M,1.54,58.8
F,1.61,66.1
F,1.61,73.9
M,1.69,68.2
F,1.58,67.5
M,1.78,66.3
M,1.68,51.2
F,1.35,49.9
F,1.64,96.5
F,1.74,95.6
F,1.63,56.5
F,1.6,56.9
F,1.63,101.3
F,1.68,55.2
M,1.64,63.8
F,1.64,107.5
M,1.78,88.4
M,1.93,88.0
M,1.84,96.5
F,1.68,60.2
F,1.66,69.5
M,2.01,78.5
M,1.73,84.2
F,1.63,57.8
F,1.61,70.9
M,1.72,95.8
F,1.6,73.0
M,1.67,62.5
M,1.65,55.5
F,1.7,70.9
M,1.8,60.5
M,1.91,84.9
F,1.6,74.7
M,1.75,59.0
F,1.67,62.8
F,1.64,67.6
F,1.69,62.2
M,1.67,64.0
F,1.64,72.3
F,1.72,85.2
M,1.74,74.7
F,1.65,70.2
M,1.73,117.8
M,1.7,59.8
M,1.93,148.3
M,1.98,115.0
M,1.51,48.5
F,1.46,35.6
M,1.68,66.4
F,1.66,67.2
M,1.74,68.8
M,1.74,58.3
F,1.62,74.2
M,1.62,52.1
F,1.71,86.4
F,1.8,94.4
F,1.65,74.6
F,1.49,64.6
F,1.5,46.7
F,1.5,68.9
M,1.9,85.2
M,1.8,63.7
F,1.52,66.4
M,1.58,80.7
M,1.83,88.7
F,1.53,58.6
F,1.64,59.4
M,1.77,58.9
M,1.97,82.7
F,1.55,63.1
F,1.57,49.0
M,1.86,69.1
M,1.69,111.4
F,1.69,65.9
F,1.76,95.5
M,1.86,67.3
F,1.65,57.2
M,1.75,83.8
F,1.57,44.3
F,1.74,67.9
F,1.46,47.4
M,1.79,62.6
F,1.52,49.7
F,1.73,88.7
M,1.62,57.2
F,1.76,66.5
M,1.69,65.9
F,1.64,88.5
M,1.78,101.6
M,1.71,53.6
M,1.54,50.3
M,1.81,81.5
M,1.94,79.4
F,1.46,51.5
M,1.77,60.3
M,1.73,102.7
F,1.61,76.6
M,1.62,68.3
M,1.89,87.7
F,1.49,57.2
M,1.77,75.0
M,1.65,108.8
M,1.8,67.8
M,1.98,90.1
M,1.85,67.9
M,1.83,81.4
M,1.79,67.5
F,1.42,39.1
F,1.72,77.8
M,1.61,93.2
F,1.46,55.3
F,1.62,67.8
M,1.69,84.4
M,1.78,91.8
M,1.65,79.8
M,1.92,98.2
F,1.59,50.6
M,1.83,69.2
F,1.57,56.8
M,1.77,65.0
F,1.58,95.6
F,1.48,63.6
M,1.71,59.9
F,1.74,62.7
F,1.61,76.1
M,1.69,81.2
F,1.57,55.5
F,1.37,50.5
F,1.68,100.1
M,1.91,123.0
F,1.78,73.2
M,1.59,59.0
F,1.56,77.2
F,1.71,85.0
M,1.79,72.5
M,1.77,111.5
M,1.77,60.8
M,1.71,66.7
M,1.9,101.7
F,1.51,45.1
M,1.69,66.0
F,1.67,52.3
M,1.98,114.3
F,1.58,68.3
F,1.67,66.2
F,1.57,58.8
F,1.58,47.7
F,1.69,54.8
M,1.78,68.6
F,1.77,119.2
F,1.5,62.0
M,1.71,69.4
F,1.57,46.1
M,1.81,63.6
M,1.7,75.3
F,1.71,78.3
F,1.71,62.8
M,1.7,86.3
F,1.69,64.8
F,1.6,72.0
M,1.84,94.1
F,1.48,61.4
F,1.69,75.7
M,1.77,68.9
F,1.57,47.8
F,1.73,88.0
F,1.54,52.9
F,1.78,62.2
F,1.54,41.0
M,1.75,62.1
M,1.63,98.2
F,1.7,86.3
F,1.63,55.4
F,1.69,55.2
M,1.8,101.2
M,1.64,59.9
M,1.76,82.5
F,1.64,65.6
F,1.64,67.8
M,1.73,57.1
F,1.53,53.2
M,1.84,70.9
F,1.47,48.9
M,1.8,93.5
M,1.56,65.8
F,1.8,75.9
F,1.55,70.5
M,1.83,84.6
F,1.4,44.7
F,1.61,74.5
M,1.59,65.2
F,1.47,60.5
M,1.88,87.0
M,1.72,63.5
F,1.49,88.3
M,1.86,96.6
M,1.78,64.6
M,1.73,61.8
F,1.71,86.1
M,1.82,89.5
M,1.88,92.5
M,1.8,86.7
F,1.51,51.7
M,1.7,56.1
F,1.52,78.0
F,1.66,83.1
M,1.84,72.3
M,1.76,90.4
M,1.67,62.6
M,1.82,84.2
F,1.6,51.8
F,1.58,72.3
M,1.84,79.8
M,1.99,111.4
M,1.86,102.5
F,1.56,64.4
F,1.63,58.5
F,1.58,47.3
F,1.5,62.1
M,1.86,81.0
F,1.54,51.1
F,1.7,64.2
F,1.61,74.3
F,1.79,79.0
F,1.58,66.6
M,1.72,81.5
F,1.7,81.3
M,1.76,62.2
F,1.61,66.2
F,1.71,73.7
M,1.61,50.0
M,1.56,56.2
M,1.65,107.9
F,1.71,86.9
F,1.57,51.1
M,1.68,51.8
F,1.48,45.1
M,1.52,56.3
M,1.58,47.7
F,1.64,60.4
F,1.58,41.4
M,1.82,86.5
M,1.82,73.0
M,1.77,72.7
M,1.71,56.6
F,1.63,74.4
F,1.64,79.9
M,1.68,56.6
M,1.87,93.8
F,1.61,59.6
M,1.83,54.6
F,1.55,62.6
M,1.73,84.4
F,1.64,43.3
F,1.58,72.5
F,1.56,69.9
F,1.65,72.6
F,1.66,59.1
F,1.65,59.0
F,1.59,64.3
F,1.65,51.9
F,1.47,60.8
M,1.86,72.0
M,1.72,70.5
M,1.71,71.3
F,1.55,64.3
M,1.8,79.2
F,1.62,73.8
F,1.66,100.3
M,1.6,87.4
M,1.74,64.7
F,1.7,62.6
M,1.84,66.9
M,1.85,92.2
M,1.64,58.4
M,2.03,140.5
F,1.75,84.4
F,1.64,54.7
M,1.84,81.7
M,1.7,71.2
F,1.47,43.6
M,1.81,80.1
M,1.7,77.2
M,1.63,43.0
F,1.56,63.0
M,1.52,60.1
F,1.5,47.8
M,1.63,77.9
F,1.72,53.0
M,1.75,59.4
F,1.76,91.9
M,1.71,79.8
F,1.79,70.9
F,1.67,71.9
F,1.47,71.6
M,1.69,79.3
F,1.76,77.0
F,1.52,52.7
F,1.52,62.6
M,1.73,67.0
F,1.59,63.7
F,1.68,84.1
F,1.37,44.9
M,1.67,88.4
M,1.69,77.7
M,1.69,70.8
M,1.76,58.0
M,1.69,81.4
F,1.74,80.5
M,1.66,55.7
M,1.81,76.5
F,1.74,69.2
F,1.56,55.6
M,1.79,85.2
F,1.55,45.7
M,1.83,71.2
M,1.98,86.6
F,1.79,62.1
F,1.73,67.2
F,1.62,57.0
F,1.51,43.8
F,1.74,120.6
F,1.7,65.7
M,1.87,72.1
F,1.65,75.4
F,1.45,49.7
F,1.63,78.5
M,1.74,78.7
M,1.75,77.7
F,1.46,43.2
F,1.62,47.2
F,1.54,64.7
F,1.63,71.3
M,1.76,86.9
F,1.65,69.6
M,1.68,85.3
M,1.79,93.4
M,1.73,55.8
M,1.67,62.3
F,1.5,60.0
F,1.73,52.5
F,1.67,52.2
M,1.83,100.8
F,1.6,61.8
F,1.56,66.6
M,1.77,79.1
F,1.67,62.3
F,1.72,87.9
F,1.75,81.9
F,1.6,74.6
F,1.75,59.9
F,1.74,85.2
M,1.72,80.5
F,1.47,56.6
F,1.69,69.7
M,1.75,86.8
M,1.78,73.8
F,1.75,79.3
F,1.64,73.3
F,1.63,79.3
F,1.75,108.4
F,1.71,113.7
M,1.99,111.0
M,1.81,61.2
F,1.68,55.9
M,1.87,96.4
F,1.77,68.4
F,1.33,40.2
F,1.62,53.8
F,1.57,77.1
F,1.72,80.7
M,1.58,49.6
F,1.61,51.1
M,1.75,62.7
F,1.59,59.2
M,1.79,67.3
F,1.74,82.0
F,1.58,71.9
M,1.76,92.2
F,1.64,72.9
F,1.61,76.8
F,1.41,43.0
M,1.67,79.1
M,1.72,78.1
F,1.66,71.2
F,1.9,82.2
M,1.59,64.5
M,1.52,43.9
M,1.97,111.5
F,1.66,72.0
F,1.69,55.8
F,1.66,93.4
F,1.71,82.8
M,1.53,49.0
M,1.76,50.2
F,1.5,63.7
M,1.72,65.3
F,1.9,102.3
M,1.67,104.3
M,1.78,75.5
F,1.46,49.4
F,1.7,84.0
F,1.58,50.8
F,1.45,58.5
M,1.68,92.1
M,1.7,66.2
M,1.91,68.0
F,1.72,83.6
F,1.7,69.0
M,1.63,72.1
F,1.65,56.6
M,1.87,85.2
M,1.89,84.1
M,1.75,106.3
M,1.76,69.8
M,1.6,53.5
F,1.6,67.4
M,1.74,67.6
M,1.91,101.8
F,1.58,43.0
M,1.66,81.0
F,1.67,107.3
F,1.61,50.2
F,1.54,51.2
M,1.8,72.6
M,1.85,91.3
F,1.65,52.9
M,1.88,72.5
F,1.64,64.0
M,1.81,95.3
F,1.76,90.2
F,1.52,44.9
F,1.56,57.2
F,1.75,86.0
F,1.54,84.4
F,1.53,84.3
M,1.77,92.2
F,1.33,38.1
M,1.71,78.1
F,1.61,73.2
F,1.49,46.8
F,1.72,84.6
M,1.8,58.6
F,1.58,66.2
F,1.62,61.1
F,1.64,61.9
M,1.78,78.7
F,1.62,49.4
F,1.66,52.4
F,1.67,54.1
F,1.61,79.2
F,1.77,89.3
M,1.83,80.9
F,1.85,79.4
M,1.82,56.0
M,1.64,102.2
M,1.62,58.6
F,1.73,88.9
M,1.73,87.5
F,1.72,52.2
F,1.59,64.7
F,1.79,81.9
F,1.59,66.6
F,1.59,72.0
F,1.51,44.8
F,1.61,53.4
M,1.64,63.5
F,1.61,57.0
M,1.77,66.5
M,1.6,67.7
M,1.76,72.7
M,1.71,68.2
M,1.77,90.4
F,1.76,90.2
F,1.55,57.7
F,1.6,50.1
M,1.63,73.8
M,1.93,105.2
M,1.94,92.3
F,1.63,58.2
M,1.72,71.2
F,1.63,52.1
M,1.69,55.4
M,1.78,61.4
M,1.86,127.4
F,1.59,59.3
M,1.8,78.4
F,1.6,70.8
F,1.76,82.3
F,1.49,59.2
M,1.74,84.7
F,1.71,61.3
M,1.69,80.1
F,1.57,46.3
M,1.74,60.6
F,1.76,82.1
F,1.57,50.9
M,1.73,56.5
F,1.53,50.8
F,1.64,58.2
M,1.8,61.0
F,1.48,40.6
M,1.77,89.7
M,1.69,60.1
F,1.56,60.2
M,1.62,64.6
M,1.72,78.5
F,1.62,61.5
F,1.73,108.7
M,1.99,101.3
M,1.7,105.6
M,1.84,81.5
M,1.87,64.9
M,1.66,85.9
M,1.88,67.1
M,1.79,93.7
M,1.61,76.3
M,1.62,61.6
F,1.64,71.3
M,1.91,99.8
M,1.62,70.2
F,1.49,46.7
F,1.59,59.9
M,1.66,77.5
M,1.73,67.4
M,1.78,85.7
M,1.72,106.3
M,1.76,75.4
M,1.81,84.2
M,1.91,102.5
F,1.38,39.4
F,1.49,65.6
M,1.71,108.9
M,1.96,103.2
M,1.73,62.9
F,1.67,57.7
M,1.97,99.5
M,1.94,82.5
F,1.68,65.1
M,1.84,81.3
F,1.64,79.2
M,1.86,98.7
F,1.53,49.9
F,1.8,78.2
F,1.69,63.6
M,1.86,71.2
F,1.7,59.9
F,1.8,84.5
M,1.86,69.9
M,1.73,97.3
M,1.53,54.7
F,1.78,77.2
M,1.87,85.7
M,1.83,73.8
M,1.65,64.5
M,1.87,74.2
M,1.88,86.0
F,1.72,56.3
M,1.87,94.8
F,1.65,104.7
M,1.96,86.6
F,1.65,52.3
M,1.6,66.5
M,1.73,62.4
F,1.71,67.5
M,1.56,54.3
F,1.58,53.5
F,1.77,57.8
F,1.66,61.9
M,1.81,82.8
M,1.8,66.0
F,1.53,52.8
F,1.8,73.9
F,1.59,62.9
M,1.64,103.5
M,1.56,95.7
M,1.69,64.2
M,1.73,73.6
F,1.63,86.1
M,1.54,52.1
M,1.82,94.2
F,1.74,60.3
F,1.77,81.9
M,1.55,70.4
M,1.65,56.5
F,1.59,52.6
M,1.62,67.0
M,1.7,69.1
M,1.77,79.6
F,1.75,87.8
M,1.71,57.6
M,1.82,89.3
F,1.71,94.5
M,1.94,77.0
M,1.72,66.2
F,1.75,61.6
F,1.62,49.2
M,1.78,81.2
M,1.6,51.1
F,1.53,63.8
F,1.57,55.6
F,1.79,101.8
F,1.72,59.2
F,1.64,55.8
F,1.59,60.7
M,1.5,57.1
F,1.51,66.5
M,1.71,79.3
F,1.71,65.6
F,1.71,102.4
M,1.6,43.6
F,1.79,94.2
F,1.58,46.4
F,1.61,48.4
M,1.79,56.5
M,1.59,49.1
F,1.59,72.3
M,1.66,69.4
F,1.74,59.3
F,1.69,60.9
M,1.7,64.4
M,1.68,71.7
F,1.75,121.9
F,1.65,46.5
M,1.79,69.3
M,1.69,70.3
F,1.67,79.5
F,1.61,54.7
F,1.54,45.9
F,1.7,82.1
M,1.64,55.7
M,1.85,80.3
F,1.46,47.5
F,1.58,47.2
M,1.81,115.9
F,1.95,76.1
M,1.89,82.4
F,1.61,69.1
F,1.3,37.1
F,1.76,110.2
F,1.6,55.5
F,1.77,60.3
M,1.8,79.1
M,1.61,67.3
M,1.8,74.6
M,1.81,67.7
F,1.51,45.3
M,1.76,89.7
F,1.56,96.7
F,1.69,68.0
M,1.83,71.0
M,1.8,70.2
F,1.68,68.9
F,1.64,68.4
F,1.43,44.2
F,1.87,71.0
M,1.83,95.4
F,1.61,43.7
M,1.86,96.9
F,1.71,73.4
F,1.57,49.8
F,1.76,62.0
M,1.74,66.5
M,1.61,73.3
F,1.46,47.7
F,1.56,72.5
M,1.73,60.0
F,1.67,65.9
F,1.68,60.6
M,1.99,130.8
F,1.63,64.1
F,1.5,50.4
M,1.93,98.2
M,1.67,82.1
F,1.61,84.4
M,1.84,82.6
M,1.82,64.8
F,1.57,66.0
M,1.95,84.6
M,1.63,88.4
M,1.85,81.9
M,1.74,64.3
F,1.67,60.1
F,1.71,71.6
M,1.74,81.6
M,1.79,60.2
M,1.71,56.8
F,1.55,74.5
M,1.66,51.8
M,1.8,73.1
M,1.87,99.7
F,1.7,99.2
M,1.85,63.7
M,1.72,59.8
F,1.81,108.3
M,1.68,72.6
M,1.79,97.8
F,1.52,65.8
F,1.6,65.0
M,1.56,58.6
M,1.65,56.3
F,1.69,72.8
F,1.59,62.7
M,1.77,91.1
M,1.74,62.9
F,1.67,71.3
F,1.64,60.1
M,1.79,107.0
M,1.9,100.2
F,1.56,84.7
F,1.52,55.9
F,1.62,77.3
M,1.81,110.3
M,1.81,96.6
F,1.75,61.8
F,1.62,92.1
M,1.84,93.6
F,1.59,93.8
F,1.63,71.5
M,1.96,111.4
F,1.6,60.2
M,1.78,69.3
F,1.89,92.8
F,1.62,94.3
F,1.52,47.2
F,1.53,52.2
M,1.88,65.4
F,1.62,75.6
M,1.49,44.9
F,1.64,63.1
F,1.54,53.6
F,1.72,77.9
M,1.72,72.8
M,1.81,82.0
F,1.57,51.7
F,1.82,98.2
M,1.73,53.5
F,1.65,68.3
M,1.6,53.3
F,1.56,58.4
M,1.6,65.9
F,1.65,88.1
M,1.69,84.9
M,1.85,94.4
M,1.76,69.0
M,1.92,109.9
M,1.77,69.9
M,1.73,85.9
F,1.49,66.1
M,1.64,62.5
M,1.68,60.4
M,1.84,75.1
F,1.7,63.9
F,1.57,69.1
M,1.6,74.4
M,1.88,139.3
M,1.85,96.7
F,1.68,59.7
M,1.71,82.6
F,1.63,42.5
F,1.61,60.6
M,1.8,71.8
M,1.92,97.2
F,1.66,64.5
F,1.52,57.1
M,1.8,113.8
F,1.53,46.9
F,1.68,61.9
F,1.45,47.0
F,1.54,45.8
F,1.52,72.4
F,1.56,61.0
F,1.58,54.0
M,1.72,103.1
F,1.64,55.2
F,1.55,75.7
M,1.59,73.4
M,1.8,102.8
F,1.67,61.8
M,1.77,89.0
M,1.7,56.3
M,1.61,52.6
F,1.93,106.2
M,1.81,88.4
M,1.78,73.4
F,1.65,57.3
M,1.83,84.7
M,1.87,103.1
F,1.69,58.1
F,1.53,69.1
M,1.8,63.6
F,1.6,65.0
M,1.69,67.8
F,1.63,75.1
M,1.87,86.1
M,1.7,78.6
M,1.75,75.3
M,1.82,96.3
F,1.78,70.6
M,1.67,76.1
F,1.61,70.0
F,1.69,72.3
M,1.59,41.1
M,1.56,51.7
F,1.72,99.7
F,1.65,56.6
M,1.74,58.8
M,1.86,73.8
F,1.64,73.6
M,1.68,73.6
F,1.6,55.8
F,1.33,66.3
F,1.66,67.5
F,1.7,59.4
M,1.71,86.6
F,1.7,78.3
M,1.72,77.2
F,1.65,72.6
M,1.55,65.6
F,1.51,77.6
F,1.62,52.4
M,1.85,94.0
F,1.6,93.7
F,1.54,55.2
M,1.71,60.9
M,1.84,85.1
M,1.94,97.9
M,1.69,70.4
F,1.68,57.5
F,1.76,75.3
F,1.63,64.1
F,1.42,42.0
F,1.7,72.6
F,1.54,61.9
F,1.7,67.8
F,1.53,56.2
M,1.76,84.0
M,1.74,86.8
F,1.78,61.8
M,1.83,124.3
M,1.85,98.9
F,1.48,57.2
M,1.72,57.5
F,1.59,46.0
F,1.61,87.4
M,1.81,65.8
M,1.68,81.7
F,1.83,96.6
M,1.85,122.4
M,1.74,80.3
F,1.59,58.8
F,1.33,35.3
F,1.54,52.3
M,1.7,84.2
M,1.9,71.8
F,1.6,101.2
M,1.91,133.7
F,1.67,73.4
M,1.73,83.4
F,1.82,70.6
F,1.56,63.7
F,1.47,56.5
F,1.68,83.0
F,1.63,57.5
F,1.63,73.3
F,1.87,62.3
F,1.65,59.8
M,1.81,89.4
F,1.82,93.1
M,1.82,95.1
M,1.76,74.5
M,1.95,105.4
M,1.67,70.6
M,1.66,62.6
M,1.72,62.4
M,1.8,77.8
F,1.8,90.2
M,1.65,55.6
M,1.95,98.3
M,1.73,58.8
F,1.6,61.9
M,1.63,64.1
F,1.65,55.4
M,1.81,66.2
F,1.55,70.8
F,1.66,72.9
F,1.53,49.3
F,1.57,71.3
F,1.59,67.7
M,1.8,91.0
M,1.74,84.3
M,1.71,103.6
M,1.74,66.1
M,1.75,72.0
F,1.55,65.4
F,1.71,57.5
F,1.63,75.4
F,1.61,76.1
M,1.78,86.0
M,1.83,74.8
M,1.67,52.6
F,1.47,71.1
M,1.93,90.7
M,1.79,86.1
M,1.91,96.8
M,1.94,70.4
M,1.68,64.1
F,1.5,45.0
F,1.7,66.8
M,1.83,63.3
F,1.55,71.8
M,1.67,107.0
F,1.65,63.3
F,1.58,66.9
F,1.51,77.1
F,1.52,85.8
M,1.63,55.7
F,1.65,62.2
F,1.68,60.7
M,1.58,56.6
M,1.71,81.3
F,1.56,51.8
F,1.76,100.3
M,1.99,108.8
M,1.77,74.8
M,1.73,104.0
F,1.6,76.3
F,1.53,72.4
F,1.55,46.2
F,1.67,55.8
F,1.64,79.0
F,1.79,95.7
F,1.75,69.4
F,1.68,54.8
F,1.6,73.9
M,1.58,68.2
F,1.63,83.0
M,1.79,53.4
F,1.54,58.9
F,1.59,79.6
M,1.76,88.2
M,1.77,61.0
F,1.54,44.7
F,1.6,47.5
F,1.72,108.2
F,1.67,64.6
F,1.73,57.7
F,1.7,78.0
M,1.85,81.2
F,1.43,48.7
F,1.64,67.6
M,1.73,87.5
F,1.54,54.1
M,1.97,135.9
F,1.64,69.9
M,1.69,54.0
F,1.67,63.0
M,1.66,60.1
M,1.55,71.8
M,1.91,73.7
F,1.57,53.6
M,1.62,62.7
M,1.61,86.1
M,1.72,61.3
M,1.64,44.0
F,1.74,57.8
F,1.7,72.8
F,1.71,81.5
M,1.81,96.5
F,1.76,58.5
F,1.61,51.4
M,1.63,62.8
F,1.64,79.0
M,1.81,95.4
F,1.39,42.9
M,1.91,84.8
M,1.76,69.9
F,1.56,45.0
F,1.66,66.5
F,1.8,83.7
M,1.82,65.2
M,1.63,52.7
M,1.69,55.5
F,1.49,51.9
M,1.74,65.7
M,1.91,143.8
M,1.93,78.3
M,1.81,62.0
F,1.6,54.6
M,1.91,106.2
F,1.44,49.5
M,1.68,63.1
F,1.78,123.8
M,1.7,64.6
F,1.68,86.4
F,1.73,76.1
M,1.72,69.2
F,1.57,54.9
M,1.7,73.5
M,1.85,68.9
F,1.43,60.5
F,1.75,77.2
F,1.89,59.4
F,1.64,50.4
F,1.51,62.1
M,1.84,129.6
M,1.78,94.4
M,1.77,111.9
F,1.63,63.7
F,1.65,50.6
M,1.55,84.7
M,1.81,62.7
F,1.62,89.5
M,1.76,67.4
M,1.75,69.1
M,1.62,57.7
M,1.68,99.4
M,1.7,63.8
F,1.61,53.7
M,1.75,80.8
M,1.69,70.4
F,1.78,68.3
M,1.82,112.0
M,1.65,102.1
F,1.67,62.6
F,1.51,67.6
F,1.65,52.9
F,1.52,53.0
F,1.61,48.8
M,1.62,62.4
F,1.63,90.5
F,1.87,78.8
M,1.7,87.1
F,1.47,48.3
F,1.58,53.5
F,1.56,55.2
F,1.66,63.7
M,1.57,59.9
F,1.69,59.3
F,1.56,61.8
F,1.74,106.0
M,1.75,57.4
M,1.73,82.0
M,1.93,63.7
F,1.72,75.6
F,1.67,75.9
M,1.8,72.9
F,1.7,82.9
M,1.51,42.6
F,1.62,57.4
M,1.89,109.4
F,1.75,72.2
M,1.91,95.8
F,1.45,54.8
F,1.81,114.8
F,1.74,65.5
M,1.91,90.4
F,1.59,55.1
F,1.75,86.5
F,1.5,66.9
M,1.75,60.2
F,1.71,85.7
F,1.6,47.7
M,1.6,63.1
M,1.68,69.3
M,1.55,49.9
F,1.62,71.6
F,1.51,47.3
M,1.81,105.2
M,1.78,52.7
M,1.61,61.6
M,1.82,79.2
M,1.96,78.0
F,1.58,92.1
F,1.74,64.7
M,1.72,60.5
M,1.88,103.5
F,1.61,72.4
M,1.69,66.3
M,1.75,89.1
M,1.63,99.1
F,1.62,101.9
F,1.93,105.4
M,1.61,51.3
F,1.67,105.2
F,1.69,78.3
M,1.72,115.5
M,1.73,107.3
F,1.63,77.5
F,1.63,79.4
M,1.77,83.0
F,1.7,73.1
M,1.67,106.5
M,1.86,68.5
F,1.62,50.4
F,1.65,77.8
F,1.63,66.6
F,1.61,66.2
M,2.04,83.1
F,1.74,67.0
M,1.77,74.6
M,1.79,126.1
F,1.55,57.5
