sex,height,weight
M,1.86,84.2
M,1.82,142.7
M,1.85,69.8
M,1.85,96.2
F,1.61,49.6
M,1.79,79.5
F,1.69,84.8
M,1.68,53.3
F,1.58,90.3
F,1.5,52.5
F,1.71,64.1
F,1.76,60.7
M,1.61,59.8
F,1.76,66.5
F,1.61,58.2
M,1.63,78.1
M,1.89,88.1
M,1.72,62.1
F,1.59,69.7
M,1.71,55.4
F,1.72,82.0
F,1.68,78.6
M,1.85,78.8
M,1.83,75.2
F,1.57,48.0
M,1.78,98.1
M,1.68,56.0
F,1.61,67.6
M,1.75,127.2
M,1.63,67.7
F,1.6,95.8
F,1.64,77.9
M,1.79,75.2
F,1.49,56.4
M,1.74,88.7
F,1.76,67.4
M,1.72,68.2
M,1.9,102.9
M,1.84,91.5
F,1.62,64.1
M,1.74,61.6
F,1.58,74.2
F,1.53,63.2
M,1.81,88.4
M,1.95,136.9
F,1.8,69.8
F,1.81,61.9
M,1.65,73.1
M,1.78,58.8
M,1.71,72.6
M,1.7,64.0
F,1.58,52.2
F,1.58,62.6
F,1.59,46.9
F,1.62,75.4
F,1.74,86.4
M,1.87,91.5
F,1.53,67.6
M,1.84,73.6
F,1.83,79.6
F,1.79,94.1
F,1.63,58.0
F,1.53,54.6
F,1.49,52.4
F,1.58,69.9
M,1.73,42.4
M,1.72,66.9
F,1.5,44.9
F,1.73,88.5
F,1.6,52.6
F,1.54,45.7
M,1.78,67.9
F,1.58,54.2
F,1.63,56.4
M,1.86,96.9
M,1.65,66.7
F,1.61,96.8
M,1.87,80.6
F,1.63,66.6
F,1.64,70.5
F,1.67,88.6
M,1.7,91.8
F,1.54,62.2
M,1.75,66.5
M,1.64,58.9
F,1.5,52.7
M,1.85,82.7
M,1.73,72.6
M,1.69,69.5
M,1.9,69.5
M,1.78,94.3
F,1.76,63.9
M,1.61,91.9
F,1.57,69.5
M,1.87,89.6
M,1.94,96.8
F,1.65,76.8
F,1.66,74.5
M,1.84,89.0
F,1.45,46.8
F,1.73,81.0
M,1.66,51.3
M,1.82,92.2
M,1.79,85.1
F,1.68,60.4
F,1.6,58.8
F,1.54,64.2
F,1.68,65.5
M,1.79,68.6
F,1.55,64.0
M,1.68,61.2
F,1.7,114.6
F,1.57,66.5
F,1.64,80.1
M,1.76,70.0
F,1.67,67.4
M,1.8,76.9
F,1.63,69.6
M,1.75,79.0
F,1.58,55.4
M,1.7,56.0
M,1.75,64.1
M,1.85,101.1
M,1.76,58.8
M,1.62,55.0
F,1.44,48.9
F,1.71,89.5
F,1.74,68.7
M,1.85,66.0
M,1.61,62.0
M,1.75,37.0
M,1.88,68.9
M,1.61,76.2
F,1.46,58.0
F,1.49,43.8
F,1.57,66.3
F,1.77,67.2
M,1.7,73.6
F,1.72,63.7
F,1.43,39.1
F,1.55,64.3
M,1.67,111.4
M,1.58,66.2
F,1.61,48.8
F,1.66,78.3
F,1.57,88.0
F,1.64,46.5
F,1.73,75.0
M,1.66,62.8
F,1.82,86.6
F,1.75,80.0
F,1.62,75.1
M,1.73,70.2
F,1.65,76.1
F,1.53,60.3
M,1.74,69.6
F,1.65,71.4
M,1.75,90.8
F,1.71,81.1
M,1.97,90.9
M,1.87,89.8
F,1.78,72.9
M,1.76,61.3
M,1.93,85.9
M,1.78,71.1
F,1.77,77.0
F,1.71,59.6
M,1.74,80.8
M,1.88,92.6
M,1.96,98.3
F,1.46,59.3
F,1.69,70.7
F,1.52,44.0
F,1.6,54.4
M,1.6,54.8
M,1.77,140.9
M,1.64,59.8
F,1.47,70.6
F,1.68,73.9
F,1.49,95.8
F,1.77,68.4
M,1.73,68.0
F,1.55,56.8
M,1.76,58.7
M,1.62,70.8
M,1.81,74.3
M,1.76,121.9
M,1.81,78.8
F,1.6,68.9
F,1.76,62.4
M,1.78,93.7
M,1.63,55.5
M,1.67,38.5
M,1.77,77.1
F,1.58,51.5
F,1.7,71.0
M,1.89,71.2
F,1.74,72.9
M,1.7,55.7
F,1.54,49.5
M,1.73,70.9
F,1.47,55.7
M,1.7,78.6
M,1.74,115.0
M,1.66,66.3
F,1.43,80.6
F,1.78,89.7
F,1.61,62.3
F,1.53,60.4
M,1.76,136.6
M,1.71,61.0
M,1.64,79.0
M,1.84,80.8
F,1.75,69.2
F,1.74,62.1
M,1.73,75.5
M,1.89,105.2
F,1.59,67.0
M,1.64,62.5
F,1.76,82.9
F,1.76,62.3
M,1.58,58.7
F,1.64,67.6
F,1.73,87.1
M,1.73,58.5
F,1.56,50.3
M,1.72,49.9
F,1.56,46.2
F,1.55,74.2
M,1.69,75.3
F,1.68,76.5
M,1.7,119.1
F,1.72,73.1
F,1.52,76.7
M,1.61,51.6
M,1.62,67.8
F,1.63,51.1
M,1.83,79.5
M,1.69,35.0
M,1.69,69.6
F,1.53,57.8
F,1.66,62.5
M,1.8,67.7
M,1.73,86.6
M,1.75,69.2
F,1.72,66.9
F,1.73,84.7
M,2.0,116.4
F,1.63,81.5
F,1.65,114.8
M,1.73,79.0
F,1.76,129.7
M,1.69,57.0
F,1.56,109.1
F,1.66,78.5
M,1.7,68.6
M,1.64,61.4
F,1.56,95.6
F,1.64,52.2
M,1.88,129.9
M,1.63,91.9
M,1.86,93.7
M,1.62,73.9
F,1.52,49.3
M,1.72,73.4
F,1.64,63.2
F,1.62,66.4
F,1.62,70.8
F,1.77,92.7
M,1.55,47.5
M,1.89,87.0
M,1.63,64.3
F,1.6,54.2
M,1.58,70.9
F,1.57,56.3
M,1.58,64.0
M,1.84,67.9
M,1.79,74.8
F,1.72,66.9
F,1.67,64.2
F,1.5,66.2
F,1.6,48.0
M,1.76,59.9
F,1.46,42.3
F,1.53,47.8
M,1.78,102.9
F,1.77,67.9
M,1.78,59.8
F,1.67,75.3
M,1.74,62.8
F,1.51,62.9
M,1.78,89.5
M,1.68,59.8
F,1.58,103.7
F,1.59,59.5
F,1.85,70.7
M,1.78,82.4
F,1.68,124.4
M,1.71,81.3
M,1.65,60.8
F,1.76,70.5
M,1.7,77.2
F,1.7,91.8
F,1.41,47.1
M,1.69,75.7
M,1.87,66.4
F,1.49,92.4
M,1.54,64.5
M,1.77,65.1
M,1.71,55.8
M,1.8,74.2
M,1.76,117.3
F,1.74,61.3
M,1.8,73.2
M,1.68,90.3
M,1.86,77.0
F,1.65,53.9
F,1.74,121.1
F,1.6,42.9
M,1.92,46.0
M,1.77,39.3
F,1.65,58.6
M,1.67,78.9
F,1.86,89.3
F,1.52,59.6
M,1.72,68.3
M,1.75,97.8
F,1.71,58.1
M,1.83,129.0
F,1.59,55.1
M,1.74,73.5
M,1.76,62.6
M,1.8,92.0
M,1.79,73.0
M,1.66,70.4
M,1.78,87.9
F,1.66,61.5
F,1.61,61.6
F,1.59,55.4
F,1.61,62.3
M,1.72,83.7
F,1.67,81.2
M,1.76,79.4
M,1.55,66.3
F,1.61,52.0
M,1.6,55.9
F,1.43,90.5
F,1.65,55.9
F,1.71,80.3
M,1.75,116.5
F,1.51,46.3
F,1.76,67.2
F,1.66,71.3
F,1.67,76.9
F,1.7,62.3
F,1.53,54.6
F,1.71,58.2
F,1.55,58.3
M,1.75,56.1
M,1.57,64.2
F,1.55,62.8
F,1.6,61.3
M,1.89,102.0
M,1.6,55.4
F,1.82,68.4
F,1.81,126.0
M,1.64,66.4
F,1.58,56.1
F,1.52,57.5
F,1.66,52.4
M,1.84,78.3
F,1.67,62.3
F,1.6,81.6
M,1.8,42.2
M,1.91,78.2
F,1.89,83.4
F,1.58,30.9
M,1.69,65.9
M,1.69,106.8
F,1.8,64.8
F,1.7,54.0
F,1.71,82.6
M,1.79,94.7
M,1.54,52.1
F,1.71,78.3
F,1.65,64.4
M,1.72,69.9
F,1.55,52.8
M,1.85,82.5
M,1.9,70.4
F,1.55,61.2
M,1.59,67.9
F,1.48,64.2
F,1.42,65.7
M,1.61,66.1
F,1.59,60.7
F,1.54,54.4
F,1.68,57.2
M,1.91,89.5
M,1.81,60.9
M,1.77,86.2
F,1.57,55.1
F,1.55,47.0
M,1.65,75.2
F,1.65,51.9
M,1.78,92.8
F,1.8,90.8
M,1.9,85.7
F,1.64,63.3
F,1.48,41.0
M,1.85,68.8
F,1.52,46.0
F,1.67,53.1
M,1.88,96.4
F,1.59,61.2
F,1.48,56.1
F,1.6,47.6
M,1.69,84.0
M,1.87,74.6
F,1.51,94.5
F,1.65,53.2
F,1.5,54.7
M,1.87,123.4
M,1.64,53.3
F,1.65,78.4
M,1.65,72.0
M,1.53,46.7
M,1.72,65.8
F,1.59,48.7
M,1.74,72.2
M,1.79,126.1
F,1.5,45.8
M,1.92,105.1
F,1.8,67.4
M,1.74,62.1
M,1.74,87.5
F,1.68,76.2
F,1.56,47.1
F,1.81,63.3
M,1.63,65.9
M,1.9,90.8
M,1.55,62.4
M,1.77,114.2
F,1.61,51.5
F,1.64,35.3
M,2.04,89.6
M,1.75,90.0
F,1.71,123.6
F,1.58,60.9
F,1.59,66.6
M,1.65,63.4
F,1.62,50.1
F,1.65,53.1
M,1.71,70.6
F,1.61,66.4
M,1.64,71.6
M,1.86,101.0
M,1.6,68.7
M,1.72,61.4
F,1.62,59.3
M,1.8,134.9
M,1.74,123.5
M,1.86,73.3
M,1.86,78.5
F,1.8,94.6
M,1.93,86.3
F,1.75,97.6
M,1.74,68.2
F,1.58,65.0
F,1.61,65.8
M,1.85,94.1
M,1.95,102.5
F,1.51,44.1
M,1.77,106.0
M,1.8,112.9
F,1.7,76.9
M,1.74,68.4
M,1.84,43.1
M,1.66,73.2
M,1.92,88.9
F,1.74,72.8
M,1.98,167.9
F,1.87,73.4
F,1.56,67.3
F,1.79,92.3
F,1.73,62.4
M,1.75,89.3
F,1.67,55.0
F,1.54,65.5
M,1.8,88.0
F,1.57,73.2
M,1.78,78.6
M,1.81,86.7
M,1.64,59.4
M,1.66,60.8
F,1.54,44.3
M,1.79,90.7
M,1.82,83.5
F,1.68,84.1
F,1.75,101.2
F,1.68,123.8
F,1.53,50.0
M,1.7,69.0
M,1.89,89.9
F,1.51,58.2
F,1.38,54.3
M,1.7,101.1
M,1.82,95.2
M,1.69,53.4
M,1.76,67.0
M,1.79,92.9
M,1.74,60.0
F,1.6,56.9
M,1.77,119.9
M,1.7,82.9
F,1.68,56.1
F,1.53,79.9
F,1.68,74.1
M,1.78,59.1
M,1.75,73.8
F,1.48,44.5
F,1.57,58.6
F,1.59,62.7
M,1.66,51.5
M,1.73,131.5
F,1.83,64.1
M,1.81,89.9
F,1.78,60.6
F,1.88,73.0
M,1.81,138.7
M,1.67,79.2
F,1.71,56.4
M,1.74,63.3
F,1.63,64.4
F,1.67,62.4
M,1.86,66.5
F,1.68,71.8
F,1.62,55.2
M,1.88,68.1
F,1.53,44.6
F,1.54,64.3
M,1.74,59.4
M,1.84,75.8
M,1.78,103.4
F,1.87,93.8
F,1.51,61.4
M,1.77,69.1
M,1.7,70.0
M,1.63,57.7
F,1.72,86.4
M,1.64,73.4
M,1.7,56.8
F,1.63,54.0
M,1.74,78.7
F,1.4,48.2
M,1.72,64.5
F,1.61,60.4
M,1.74,66.8
M,1.7,76.4
M,1.56,58.0
F,1.64,50.2
F,1.66,61.3
M,1.76,103.1
F,1.88,75.4
F,1.67,69.8
F,1.75,76.1
F,1.54,51.6
M,1.61,62.4
F,1.73,71.6
M,1.6,52.5
F,1.63,60.3
M,1.76,79.5
M,1.89,140.8
M,1.84,83.0
M,1.77,86.7
M,1.8,76.8
F,1.67,79.8
F,1.74,62.5
F,1.42,56.1
F,1.78,80.6
M,1.94,70.7
F,1.65,79.5
M,1.77,74.7
M,1.7,80.0
M,1.69,64.5
M,1.72,66.9
F,1.55,59.6
F,1.75,81.0
M,1.76,86.4
M,1.77,64.6
F,1.6,60.4
F,1.57,107.3
M,1.75,68.8
F,1.79,102.8
F,1.66,64.1
M,1.79,80.3
F,1.57,48.7
F,1.71,54.4
F,1.54,52.0
F,1.66,70.0
F,1.42,37.5
F,1.71,59.0
M,1.81,72.2
F,1.67,58.1
F,1.79,89.1
F,1.38,51.6
M,1.84,63.7
F,1.48,75.3
F,1.66,64.8
F,1.52,56.1
M,1.96,109.5
M,1.77,67.4
M,1.78,106.8
F,1.66,62.7
M,1.73,68.2
M,1.81,79.2
M,1.68,61.6
F,1.57,69.5
M,1.71,69.9
F,1.56,89.5
M,1.68,60.7
F,1.47,49.1
F,1.73,85.2
F,1.69,94.8
M,1.66,54.7
M,1.76,81.0
F,1.52,50.2
M,1.99,63.3
M,1.83,62.7
M,1.77,81.7
M,1.88,87.1
F,1.53,56.5
F,1.52,99.3
F,1.7,74.1
M,1.66,121.2
M,1.78,66.6
F,1.57,46.1
F,1.67,61.7
M,1.67,79.3
M,1.6,50.7
F,1.66,64.2
M,1.74,59.2
M,1.7,71.0
M,1.59,59.6
M,1.68,58.5
M,1.6,42.1
F,1.34,53.2
F,1.67,65.9
M,1.86,95.5
F,1.65,45.1
M,1.79,89.4
F,1.68,83.6
M,1.75,79.0
F,1.55,70.4
M,1.72,92.9
M,1.84,92.8
F,1.67,78.9
M,1.96,75.4
M,1.98,74.7
F,1.76,67.0
M,1.84,71.7
M,1.91,90.6
F,1.74,98.8
F,1.66,77.3
M,1.66,43.7
F,1.51,60.7
M,1.85,90.9
F,1.6,70.2
M,1.75,57.7
M,1.78,126.6
F,1.72,77.1
F,1.74,80.5
M,1.79,86.3
M,1.78,73.5
F,1.6,69.7
M,1.77,105.2
F,1.37,82.6
F,1.61,51.4
M,1.78,117.7
M,1.95,110.1
M,1.87,86.9
F,1.47,63.1
M,1.73,74.3
F,1.55,63.9
F,1.46,48.9
M,1.84,71.6
F,1.66,54.7
M,1.85,63.9
M,1.95,116.4
F,1.5,43.3
M,1.98,173.9
M,1.67,55.9
F,1.67,61.2
F,1.67,81.8
F,1.74,60.0
M,1.76,70.0
F,1.84,74.7
F,1.56,53.0
F,1.65,58.7
F,1.52,54.7
F,1.58,56.4
F,1.75,72.6
F,1.76,81.3
M,1.68,55.0
F,1.72,69.4
F,1.67,97.0
F,1.43,39.7
M,1.81,83.9
F,1.54,61.4
M,1.64,68.2
F,1.66,56.9
F,1.75,60.9
F,1.6,56.8
M,1.94,106.2
F,1.56,52.1
F,1.52,50.8
M,1.62,63.5
F,1.59,67.6
F,1.72,68.6
F,1.68,56.5
M,1.68,62.3
F,1.52,49.0
M,1.74,74.2
F,1.73,113.1
M,1.75,73.4
M,1.84,81.7
M,1.7,43.9
F,1.73,89.2
M,1.76,46.2
F,1.79,69.7
M,1.76,80.2
F,1.65,68.9
M,1.8,102.6
M,1.89,74.2
F,1.7,94.2
M,1.68,76.8
F,1.53,73.5
F,1.72,76.5
F,1.52,66.9
M,1.7,71.8
F,1.64,51.2
F,1.57,59.2
M,1.65,51.2
M,1.76,88.8
F,1.62,75.8
F,1.6,61.9
F,1.65,55.1
M,1.83,115.9
M,1.67,66.9
M,1.74,78.3
M,1.78,61.9
F,1.74,86.6
F,1.54,68.8
F,1.72,88.4
F,1.59,75.4
M,1.76,45.6
F,1.72,55.1
F,1.49,48.9
F,1.44,40.5
M,1.65,108.5
F,1.67,59.3
F,1.74,58.8
F,1.48,52.1
M,1.77,88.0
M,1.64,70.3
M,1.59,51.0
M,1.91,81.0
F,1.62,56.5
F,1.49,56.8
F,1.63,72.9
M,1.79,64.0
F,1.45,58.7
M,1.76,75.8
M,1.87,91.0
F,1.6,49.4
M,1.78,60.4
F,1.7,57.9
F,1.66,56.8
F,1.78,38.0
F,1.35,41.9
M,1.86,66.6
F,1.69,70.5
F,1.55,68.7
M,1.85,111.9
F,1.81,94.9
M,1.99,103.4
F,1.52,62.1
F,1.41,55.6
F,1.57,105.8
F,1.7,81.5
F,1.75,123.1
F,1.69,69.5
M,1.81,134.0
F,1.61,55.1
F,1.55,53.4
M,1.86,93.2
M,1.82,123.6
F,1.53,59.0
F,1.61,56.8
M,1.61,55.6
M,1.71,83.4
F,1.66,69.6
F,1.7,67.9
F,1.63,50.9
F,1.52,49.3
F,1.57,60.9
M,1.88,110.1
F,1.59,61.5
M,1.74,57.5
F,1.71,56.9
M,1.75,60.8
F,1.59,67.9
F,1.53,68.8
M,1.82,70.8
F,1.63,79.3
M,1.73,81.8
M,1.76,85.5
F,1.61,64.5
M,1.73,70.2
F,1.62,77.2
M,1.83,75.4
F,1.46,94.9
F,1.47,40.8
M,1.91,91.9
M,1.79,79.3
F,1.67,77.0
M,1.68,64.6
M,1.71,60.7
M,1.7,75.4
F,1.65,78.3
M,1.9,80.3
M,1.8,138.0
F,1.56,47.8
M,1.68,62.0
F,1.61,74.9
M,1.77,118.2
M,1.71,62.5
F,1.64,63.5
F,1.46,64.8
M,1.66,57.6
M,1.88,90.6
M,1.83,71.4
F,1.65,53.5
F,1.59,70.0
M,1.81,110.0
M,1.86,74.1
M,1.82,90.1
M,1.8,95.3
M,1.69,124.4
M,1.8,63.0
F,1.67,60.2
M,1.67,57.6
F,1.46,55.3
M,1.91,98.8
F,1.58,67.7
M,1.95,85.6
M,1.81,51.8
F,1.57,51.3
M,1.6,56.5
M,1.94,97.4
F,1.84,90.8
M,1.74,66.5
F,1.58,72.7
F,1.45,46.4
F,1.62,34.7
M,1.45,41.5
M,1.64,62.2
F,1.45,80.1
M,1.68,74.4
F,1.62,89.5
F,1.59,67.7
M,1.84,71.2
F,1.65,53.5
F,1.72,118.1
F,1.55,61.3
F,1.7,64.5
M,1.7,68.2
F,1.63,60.6
M,1.9,74.5
F,1.76,41.0
M,1.66,73.8
M,1.65,62.3
M,1.86,100.1
F,1.69,114.2
F,1.85,92.0
F,1.76,64.3
F,1.67,77.9
M,1.61,62.6
F,1.51,43.3
F,1.79,91.3
M,1.73,125.9
F,1.78,84.0
M,1.71,82.0
M,1.77,81.8
M,1.78,78.6
F,1.66,73.3
M,1.95,90.2
F,1.67,73.9
F,1.69,63.6
F,1.52,67.4
M,1.66,78.6
M,1.75,41.1
F,1.74,74.7
M,1.75,64.4
F,1.57,47.6
M,1.75,71.8
F,1.68,77.3
F,1.58,63.7
M,1.72,85.3
M,1.84,69.9
M,1.78,77.1
F,1.57,33.9
M,1.82,133.2
F,1.53,61.3
F,1.69,65.4
M,1.94,85.4
F,1.64,75.0
M,1.73,53.9
M,1.88,83.8
F,1.58,102.2
F,1.61,98.6
M,1.66,81.4
M,1.76,71.0
F,1.65,60.3
M,1.71,77.5
F,1.77,70.1
F,1.59,56.7
M,1.69,62.7
F,1.54,58.3
M,1.6,72.8
F,1.65,46.0
F,1.54,47.9
F,1.67,74.0
F,1.73,65.8
M,1.85,92.7
F,1.49,54.7
F,1.45,48.6
F,1.62,65.6
M,1.73,70.9
M,1.92,83.9
M,1.79,53.8
M,1.79,65.4
M,1.84,86.4
M,1.74,125.9
M,1.56,52.0
F,1.69,75.7
M,1.75,78.0
F,1.73,54.8
M,1.74,65.9
F,1.46,49.1
F,1.49,49.3
F,1.59,92.4
M,1.76,65.8
F,1.69,80.7
F,1.7,85.9
M,1.71,63.1
M,1.72,75.3
F,1.66,73.3
F,1.71,86.2
F,1.62,75.0
F,1.7,57.8
M,1.84,77.9
M,1.65,76.7
F,1.6,72.8
F,1.62,61.6
M,1.71,61.5
M,1.74,70.1
M,1.67,82.0
M,1.77,90.0
M,1.8,63.1
M,1.71,56.4
M,1.79,104.0
M,1.71,61.5
F,1.51,54.9
F,1.68,35.1
M,1.73,83.0
M,1.62,59.5
F,1.59,71.1
M,1.7,106.2
M,1.71,86.0
M,1.74,67.9
F,1.73,72.8
M,1.66,69.1
F,1.56,55.6
M,1.78,71.0
F,1.6,62.7
M,1.67,64.0
F,1.53,45.4
M,1.78,64.3
M,1.97,94.6
F,1.51,49.8
F,1.66,75.0
M,1.62,67.3
F,1.54,37.3
M,1.71,87.8
M,1.93,88.7
F,1.7,65.6
F,1.64,119.1
F,1.64,64.9
F,1.65,62.8
F,1.51,58.6
F,1.7,57.3
M,1.62,75.7
F,1.42,47.2
F,1.64,77.6
M,1.61,52.6
M,1.7,57.5
M,1.66,56.3
M,1.81,82.5
M,1.69,64.1
F,1.74,56.0
M,1.83,95.9
F,1.54,91.4
M,1.83,71.2
M,1.84,72.0
M,1.79,81.7
F,1.71,59.5
M,1.87,103.4
F,1.57,66.4
F,1.71,66.7
F,1.81,76.1
M,1.77,86.1
M,1.77,58.2
M,1.76,57.5
M,1.71,77.7
M,1.8,96.1
M,2.01,99.8
F,1.58,63.6
F,1.52,64.4
F,1.54,56.2
F,1.69,81.3
M,2.03,79.3
F,1.63,110.1
M,1.73,58.6
M,1.78,69.2
F,1.75,113.7
F,1.77,71.3
F,1.49,42.5
F,1.62,76.2
F,1.69,97.0
F,1.52,63.5
F,1.53,78.2
F,1.54,56.6
F,1.64,51.9
M,1.68,74.1
M,1.84,66.5
F,1.81,82.7
F,1.67,52.2
F,1.67,64.9
F,1.55,70.1
M,1.84,98.0
F,1.73,63.8
M,1.85,51.2
F,1.65,72.7
F,1.62,71.1
M,1.66,59.1
F,1.53,52.9
M,1.74,73.7
M,1.81,95.7
F,1.47,41.7
F,1.71,102.2
F,1.77,114.4
F,1.72,76.5
M,1.9,93.2
F,1.55,50.9
F,1.41,40.3
M,1.77,63.7
F,1.61,60.5
M,1.73,67.9
F,1.48,61.1
F,1.75,72.5
F,1.71,82.3
F,1.72,70.4
M,1.91,95.5
F,1.63,51.8
M,1.88,95.2
M,1.75,74.2
M,1.96,104.4
F,1.7,56.9
F,1.58,51.5
F,1.73,63.0
M,1.7,70.7
F,1.54,58.2
F,1.69,74.3
F,1.71,79.3
M,1.71,54.6
M,1.72,60.6
F,1.6,75.7
F,1.64,72.3
F,1.72,75.1
M,1.7,60.6
M,1.76,60.0
F,1.68,57.0
M,1.78,72.2
F,1.64,75.6
M,1.91,57.5
M,1.83,88.5
M,1.82,92.2
M,1.63,49.9
M,1.82,87.0
F,1.51,45.2
M,1.75,76.6
M,1.76,39.8
M,1.79,93.4
M,1.85,68.2
F,1.51,60.8
F,1.24,35.8
M,1.89,90.0
M,1.68,74.9
F,1.63,59.2
F,1.68,75.9
M,1.82,79.7
M,1.75,69.5
M,1.69,54.8
F,1.59,58.3
M,1.83,75.0
F,1.56,70.3
M,1.72,60.2
F,1.68,78.2
M,1.84,67.4
M,1.72,68.1
M,1.85,66.8
M,1.74,76.4
M,1.72,97.8
M,1.73,72.6
M,1.81,75.1
F,1.7,64.5
F,1.66,49.0
M,1.85,94.1
M,1.73,62.2
F,1.8,93.6
F,1.76,82.3
F,1.8,78.4
F,1.54,66.9
F,1.63,84.5
M,1.71,54.2
F,1.55,50.3
F,1.67,72.6
F,1.81,80.2
F,1.64,50.6
F,1.72,86.7
M,1.63,56.9
M,1.64,75.3
F,1.59,64.8
M,1.77,80.7
F,1.65,56.8
F,1.71,56.6
M,1.87,102.4
F,1.48,59.2
M,1.6,61.6
F,1.68,72.3
M,1.67,74.2
M,1.8,75.7
M,1.64,61.8
M,1.7,110.5
M,1.7,69.2
M,1.81,137.2
F,1.55,84.0
M,1.76,64.1
M,1.97,73.9
M,1.64,95.7
M,1.86,48.2
M,1.67,74.9
F,1.48,27.2
F,1.53,53.0
M,1.99,126.9
F,1.6,60.0
M,1.79,81.8
M,1.81,94.0
M,1.95,79.3
M,1.74,79.0
F,1.63,58.2
M,1.76,64.9
F,1.4,53.6
M,1.6,78.2
F,1.73,88.7
M,1.76,87.5
F,1.82,83.8
M,1.51,65.9
F,1.8,70.4
M,1.69,61.9
M,1.95,78.2
F,1.76,61.6
F,1.7,76.1
F,1.59,64.5
M,1.6,69.1
M,1.9,105.1
F,1.72,60.5
M,1.82,75.9
F,1.73,76.3
F,1.62,60.2
F,1.61,70.8
M,1.73,79.4
M,1.79,93.4
M,1.68,59.7
M,1.86,70.2
M,1.79,63.3
M,1.67,55.5
M,1.85,85.0
F,1.66,66.4
M,1.72,80.3
F,1.75,74.3
F,1.63,102.7
M,1.75,137.3
M,1.71,60.2
F,1.54,53.8
F,1.79,87.0
F,1.7,108.7
M,1.62,50.6
M,1.72,70.7
M,1.69,54.3
M,1.66,70.3
M,1.62,74.5
