sex,height,weight
F,1.56,63.3
F,1.75,68.1
F,1.47,48.3
F,1.59,62.7
F,1.66,59.7
F,1.6,66.9
M,1.65,78.1
F,1.73,63.2
M,1.91,76.0
M,1.78,75.7
F,1.66,58.1
M,1.81,84.2
F,1.64,120.1
M,1.75,64.7
F,1.74,63.9
M,1.66,41.3
M,1.7,61.7
M,1.69,98.4
M,1.83,126.3
M,1.77,91.7
F,1.52,61.2
F,1.71,54.6
M,1.77,87.0
F,1.56,52.7
M,1.7,73.6
F,1.69,66.3
F,1.72,64.8
M,1.78,82.6
M,1.51,63.1
M,1.77,62.9
M,1.84,99.5
F,1.64,59.5
F,1.57,48.3
F,1.72,38.2
M,1.78,65.2
F,1.65,37.2
M,2.03,94.5
F,1.55,85.1
M,1.86,74.5
F,1.68,40.7
F,1.57,66.2
M,1.78,68.0
M,1.77,83.6
F,1.74,86.9
M,1.72,68.0
F,1.69,66.0
M,1.78,66.3
F,1.56,49.8
M,1.8,88.6
M,1.94,98.4
F,1.38,45.6
F,1.64,68.9
F,1.81,88.6
M,1.82,85.2
M,1.71,59.4
F,1.47,62.1
F,1.6,60.2
F,1.7,85.8
M,1.72,62.1
M,1.8,67.7
F,1.72,77.2
F,1.55,69.0
M,1.97,77.7
M,1.76,88.3
F,1.47,40.2
F,1.52,64.1
F,1.63,35.6
F,1.65,48.5
M,1.87,79.0
F,1.7,63.3
F,1.53,65.0
F,1.79,85.6
M,1.79,119.5
F,1.65,51.2
F,1.77,58.6
F,1.43,51.7
F,1.49,48.5
M,1.92,81.4
M,1.83,71.2
F,1.67,71.0
M,1.77,71.3
F,1.46,55.2
M,1.78,69.1
F,1.58,57.2
M,1.85,81.3
M,1.89,121.5
M,1.66,59.0
M,1.73,55.9
F,1.66,72.7
F,1.5,51.1
F,1.41,40.1
M,1.78,65.6
F,1.8,71.3
F,1.69,61.7
F,1.63,80.6
M,1.75,61.8
F,1.57,66.6
M,1.74,68.8
F,1.65,60.9
M,1.72,81.6
F,1.68,97.7
M,1.75,85.5
F,1.44,59.1
F,1.79,91.8
F,1.79,60.1
F,1.73,58.6
M,1.55,54.3
M,1.78,65.1
F,1.58,46.6
F,1.52,58.8
M,1.69,68.5
F,1.7,66.8
F,1.5,52.9
M,1.78,62.0
F,1.52,34.2
F,1.74,59.2
F,1.77,90.1
M,1.87,101.1
F,1.52,68.0
F,1.72,78.6
F,1.65,94.5
F,1.5,64.9
F,1.77,91.1
F,1.53,56.1
F,1.5,97.9
M,1.83,73.8
M,1.81,56.2
F,1.55,48.8
F,1.6,51.8
M,1.73,126.1
M,1.68,84.3
M,1.84,93.0
M,1.88,88.5
M,1.65,91.5
M,1.68,59.4
M,1.82,80.2
F,1.55,69.4
M,1.93,98.7
M,1.71,80.1
M,1.74,67.4
F,1.49,47.5
M,1.9,155.1
M,1.54,57.6
M,1.46,61.6
M,1.77,132.1
F,1.65,109.6
M,1.74,88.1
M,1.66,75.1
F,1.48,49.8
M,1.77,63.8
M,1.74,63.2
F,1.69,61.3
M,1.84,71.3
F,1.64,58.6
F,1.45,41.2
M,1.71,124.3
F,1.61,62.6
F,1.6,66.7
F,1.57,67.5
F,1.65,63.3
M,1.69,69.6
M,1.78,92.6
F,1.66,61.5
F,1.61,59.8
M,1.85,77.4
F,1.63,99.7
M,1.88,149.4
M,1.81,91.0
M,1.81,70.2
F,1.56,65.1
F,1.73,62.3
F,1.62,105.6
F,1.58,49.7
M,1.9,91.2
M,1.82,98.6
M,1.63,60.8
F,1.77,61.1
F,1.58,100.4
M,1.73,65.6
F,1.55,62.4
F,1.57,54.9
M,1.8,133.9
F,1.51,56.7
F,1.7,73.0
F,1.7,75.7
F,1.71,82.6
F,1.67,96.9
M,1.73,77.3
M,1.78,77.0
F,1.49,85.2
F,1.64,78.6
F,1.63,64.0
M,1.74,88.8
M,1.8,132.6
F,1.88,92.4
F,1.78,69.0
M,1.88,87.1
F,1.61,52.5
M,1.83,72.1
M,1.79,109.0
M,1.79,69.0
M,1.83,71.9
M,1.69,81.8
M,1.69,102.2
F,1.46,48.5
F,1.76,133.0
M,1.69,68.2
F,1.72,69.7
M,1.74,68.9
M,1.66,52.8
M,1.97,83.5
F,1.64,76.5
M,1.85,92.0
F,1.74,72.8
F,1.73,57.5
M,1.81,73.5
F,1.83,92.0
M,1.68,81.3
F,1.73,56.0
F,1.76,82.1
M,1.75,86.0
M,1.79,90.2
F,1.45,58.0
M,1.81,141.5
M,1.53,57.0
M,1.87,156.8
M,1.8,72.4
M,1.81,82.2
F,1.67,65.6
F,1.46,47.6
F,1.66,82.2
F,1.65,56.4
F,1.71,78.3
F,1.56,47.3
M,1.75,67.0
M,1.92,111.2
M,1.7,82.0
M,1.88,42.8
F,1.7,67.5
M,1.76,108.1
M,1.83,81.4
M,2.0,95.1
M,1.83,88.2
F,1.51,99.9
M,1.82,64.6
F,1.6,58.9
F,1.72,40.7
M,1.72,105.0
M,1.69,91.5
F,1.59,74.4
M,2.0,78.6
M,1.66,97.1
M,1.69,75.1
M,1.74,124.0
F,1.5,77.4
F,1.58,90.4
M,1.75,74.2
F,1.67,102.1
F,1.64,52.0
M,1.6,72.9
M,1.6,71.4
F,1.7,122.9
F,1.49,50.0
M,1.72,82.9
M,1.76,76.1
M,1.79,87.0
F,1.47,85.5
M,1.83,75.8
M,1.64,71.0
F,1.65,50.5
M,1.63,76.3
F,1.61,59.7
M,1.74,74.4
F,1.84,70.9
F,1.56,67.3
M,1.65,79.1
M,1.9,89.1
M,1.63,67.9
F,1.56,54.0
F,1.64,78.9
F,1.5,91.5
F,1.51,44.7
M,1.77,84.9
M,1.81,68.9
F,1.45,54.8
F,1.56,66.0
F,1.49,43.5
M,1.72,76.8
F,1.53,52.3
F,1.73,75.3
F,1.54,98.6
M,1.87,92.1
M,1.91,86.0
F,1.62,53.0
M,1.7,84.4
M,1.69,94.7
F,1.73,77.1
F,1.65,57.4
M,1.61,51.9
M,1.76,59.8
F,1.64,116.2
M,1.83,70.6
M,1.8,65.2
M,1.66,123.7
F,1.6,80.7
M,1.59,68.4
M,1.77,88.1
M,1.75,88.7
M,1.74,72.7
M,1.89,70.9
M,1.77,62.6
F,1.58,57.1
M,1.84,100.5
F,1.58,71.3
M,1.73,88.8
F,1.7,57.2
F,1.61,69.0
F,1.76,59.9
M,1.65,87.0
F,1.63,69.7
M,1.64,62.1
M,1.74,74.6
F,1.61,54.1
M,1.8,142.3
M,1.86,103.4
M,1.71,56.0
F,1.53,44.7
M,1.67,59.2
M,1.69,76.4
M,1.78,79.4
M,1.87,100.7
F,1.76,90.7
F,1.64,101.5
M,1.73,62.3
M,1.76,76.5
M,1.71,58.9
F,1.69,75.6
M,1.78,91.3
F,1.46,57.1
F,1.64,52.7
M,1.77,64.3
M,1.77,47.0
F,1.44,61.6
F,1.67,77.6
M,1.94,95.4
F,1.56,61.4
M,1.64,78.8
F,1.55,102.6
M,1.77,70.5
F,1.77,76.3
F,1.7,64.4
M,1.83,149.5
F,1.77,73.4
F,1.48,89.8
F,1.61,48.2
F,1.79,64.5
M,1.77,85.0
M,1.83,80.7
M,1.6,53.0
F,1.46,51.0
M,1.71,66.1
M,1.63,54.2
M,1.69,62.7
M,1.71,69.7
M,1.88,86.3
M,1.99,94.8
F,1.69,66.6
F,1.73,79.5
F,1.65,69.7
F,1.59,30.9
F,1.67,59.6
M,1.65,55.7
F,1.78,60.2
F,1.79,84.8
F,1.83,65.0
F,1.72,59.7
M,1.78,59.8
F,1.64,75.2
F,1.85,79.4
F,1.56,53.9
M,1.92,98.7
F,1.73,87.3
F,1.44,68.4
M,1.72,114.9
M,1.57,52.5
F,1.69,54.9
F,1.45,61.6
M,1.8,70.1
M,1.63,76.2
F,1.49,47.5
F,1.49,43.6
M,1.95,87.6
F,1.74,58.2
F,1.51,59.7
M,1.82,88.3
F,1.61,61.0
F,1.46,59.0
M,1.74,63.6
F,1.71,69.8
M,1.7,78.9
F,1.65,62.6
M,1.85,67.9
M,1.57,47.0
M,1.61,68.0
M,1.75,80.0
F,1.56,67.4
M,1.74,60.2
M,1.88,98.2
F,1.64,55.8
M,1.86,80.4
F,1.52,51.6
F,1.54,54.4
M,1.78,89.7
F,1.78,69.3
M,1.9,106.4
F,1.75,80.5
M,1.58,66.3
F,1.51,52.4
F,1.67,61.3
F,1.72,61.4
M,1.83,79.3
M,1.86,100.7
M,1.72,39.5
M,1.95,107.1
F,1.59,55.8
F,1.64,98.3
M,1.76,58.4
M,1.82,92.9
M,1.73,76.5
F,1.53,65.7
M,1.82,62.5
F,1.67,61.7
F,1.42,51.2
F,1.56,56.1
M,1.7,57.7
M,1.81,84.6
F,1.67,87.7
M,1.76,81.1
M,1.96,97.7
F,1.65,71.3
M,1.6,54.7
F,1.72,76.6
M,1.71,66.9
M,1.68,83.2
M,1.76,92.1
F,1.66,77.1
M,1.73,64.2
F,1.66,78.8
M,1.67,52.8
F,1.41,38.1
F,1.62,87.3
F,1.52,63.0
M,1.77,84.0
F,1.57,52.1
M,1.74,88.0
M,1.68,60.7
M,1.8,69.6
M,1.59,48.4
F,1.57,83.2
M,1.82,62.9
F,1.78,69.1
F,1.68,67.9
M,1.79,130.7
F,1.63,64.9
M,1.83,96.1
M,1.88,96.3
M,1.65,56.2
F,1.65,63.9
F,1.57,58.1
F,1.63,73.2
F,1.5,69.6
M,1.42,50.7
M,1.73,67.5
M,2.17,129.4
F,1.49,42.9
M,1.69,79.1
F,1.43,78.2
F,1.63,61.5
M,1.8,61.2
M,1.86,67.8
M,1.9,86.6
F,1.75,83.8
M,1.72,85.1
F,1.59,62.0
M,1.8,93.7
F,1.42,47.9
M,1.82,63.4
F,1.59,42.2
F,1.55,67.9
M,1.89,90.9
F,1.65,67.5
M,1.68,65.4
M,1.94,151.0
M,1.73,105.1
M,1.87,84.4
F,1.86,92.7
M,1.61,97.1
F,1.5,44.7
M,1.58,98.2
F,1.62,71.3
M,1.81,107.8
M,1.73,58.9
F,1.54,54.9
M,1.59,58.9
M,1.6,54.3
M,1.88,138.4
F,1.44,46.2
F,1.7,82.1
F,1.62,53.4
M,1.8,65.7
M,1.8,77.1
F,1.85,67.9
F,1.56,64.6
F,1.62,67.7
M,1.8,70.4
M,1.62,68.7
M,1.65,68.7
M,1.81,82.8
F,1.53,47.0
M,1.82,62.3
F,1.52,58.0
F,1.73,78.8
F,1.55,72.7
F,1.7,76.3
F,1.49,47.3
F,1.45,45.6
F,1.74,113.2
M,1.66,66.6
F,1.85,73.9
F,1.44,42.9
F,1.4,58.0
F,1.55,50.8
F,1.63,72.1
F,1.78,80.6
M,1.65,62.1
M,1.7,68.9
F,1.67,57.6
F,1.56,46.9
F,1.67,121.4
M,1.81,75.0
M,1.84,97.2
F,1.74,58.6
F,1.87,77.3
F,1.63,69.2
M,1.82,90.0
M,1.79,66.5
M,1.89,83.9
F,1.51,47.5
F,1.58,73.1
M,1.74,67.3
M,1.6,70.2
F,1.66,56.7
F,1.73,64.1
M,1.62,57.5
F,1.9,146.1
M,1.72,57.7
M,1.72,78.6
M,1.92,84.9
M,1.96,77.2
M,1.86,101.6
M,1.76,79.8
F,1.86,64.4
F,1.6,104.4
M,1.92,108.9
F,1.65,58.9
M,1.66,56.4
M,1.77,112.5
M,1.75,80.4
F,1.64,95.5
F,1.49,60.2
F,1.72,82.7
M,1.87,94.1
M,1.77,74.5
M,1.85,90.8
F,1.71,65.0
F,1.61,71.6
F,1.8,89.9
F,1.71,56.5
M,1.84,100.9
F,1.6,63.2
F,1.69,77.8
F,1.75,81.0
M,1.74,56.7
M,1.65,70.6
F,1.58,59.2
F,1.69,66.6
F,1.66,57.6
F,1.62,83.7
F,1.7,74.1
F,1.69,58.5
F,1.77,59.4
F,1.76,82.7
F,1.67,69.4
F,1.53,57.9
M,1.64,73.6
M,1.68,71.8
F,1.58,74.4
M,1.72,82.9
F,1.61,57.9
M,1.62,63.5
F,1.66,65.2
F,1.76,80.1
M,1.68,64.5
F,1.49,47.1
F,1.7,67.7
M,1.61,66.1
M,1.59,69.5
F,1.63,78.3
F,1.82,119.2
F,1.57,52.2
M,1.86,90.8
M,1.9,87.3
F,1.53,55.2
F,1.58,48.3
F,1.83,145.0
F,1.66,72.2
F,1.62,85.1
M,1.81,89.9
F,1.5,48.9
M,1.77,59.6
F,1.71,75.7
M,1.86,94.0
F,1.54,77.0
F,1.68,70.0
F,1.67,63.8
F,1.67,58.3
M,1.61,58.1
M,1.88,66.1
F,1.53,66.4
F,1.6,47.8
F,1.42,24.4
F,1.61,76.4
F,1.48,51.8
M,1.79,92.5
F,1.51,49.8
M,1.87,76.3
F,1.73,83.2
F,1.56,70.2
F,1.57,86.1
F,1.66,61.9
M,1.65,67.6
M,1.95,78.7
M,1.69,76.9
M,1.68,62.0
F,1.7,70.2
M,1.86,71.1
M,1.73,57.0
F,1.61,53.9
M,1.65,66.4
F,1.5,46.1
M,1.91,98.1
F,1.69,84.9
F,1.83,99.2
F,1.66,66.7
F,1.53,85.3
M,1.74,74.7
F,1.72,122.9
M,1.68,55.0
F,1.69,69.1
F,1.65,58.3
M,1.82,142.2
F,1.65,70.3
F,1.62,63.1
M,1.63,113.4
F,1.62,61.5
M,1.82,65.1
M,1.56,53.5
F,1.71,66.2
M,1.8,89.9
F,1.78,94.6
M,1.5,51.4
M,1.72,62.5
F,1.65,63.1
M,1.93,100.5
F,1.51,49.9
M,1.82,90.1
M,1.68,78.7
M,1.89,118.1
M,1.63,102.0
F,1.56,77.3
M,1.78,124.4
F,1.82,84.6
M,1.98,86.0
M,1.66,99.2
M,1.88,66.6
F,1.74,61.5
F,1.6,61.2
M,1.7,57.4
F,1.61,91.6
F,1.71,107.3
F,1.53,81.4
F,1.51,52.6
F,1.65,63.5
F,1.57,60.9
F,1.44,53.9
M,1.76,79.9
F,1.5,48.2
F,1.29,74.2
M,1.82,104.8
F,1.87,95.5
M,1.59,67.7
M,1.82,146.7
F,1.64,109.9
F,1.56,78.5
M,1.7,35.6
M,1.82,66.5
F,1.6,65.5
F,1.62,72.1
M,1.81,76.0
M,1.73,63.0
M,1.67,60.7
F,1.52,55.6
M,1.89,82.1
F,1.53,61.0
M,1.57,71.6
F,1.73,84.5
F,1.47,59.7
M,1.76,68.8
F,1.65,51.2
F,1.58,56.2
M,1.82,65.7
F,1.45,65.8
M,2.0,86.9
F,1.54,53.4
F,1.6,61.1
F,1.5,60.2
M,1.93,109.7
M,1.76,61.4
M,1.83,74.2
M,1.76,60.0
F,1.48,53.0
M,1.77,114.1
M,1.75,68.0
F,1.5,47.8
M,1.86,83.7
F,1.72,62.0
M,1.88,69.5
F,1.63,91.9
F,1.7,70.9
M,1.77,102.5
F,1.59,58.1
F,1.61,51.7
M,1.73,78.3
F,1.56,54.4
M,1.63,71.1
M,1.88,76.3
M,1.8,66.2
M,1.48,62.9
M,1.78,69.9
M,1.89,80.9
F,1.68,42.1
F,1.67,79.5
M,1.76,116.2
F,1.55,63.4
F,1.61,72.9
F,1.7,84.6
F,1.67,72.1
F,1.71,75.7
M,1.57,49.7
F,1.42,78.7
F,1.62,61.2
F,1.57,81.3
M,1.82,101.2
M,1.52,80.5
F,1.52,70.2
F,1.56,63.7
F,1.51,60.4
M,1.9,84.0
M,1.81,71.8
F,1.66,49.0
F,1.78,65.4
M,1.78,77.8
M,1.74,58.3
F,1.7,59.2
F,1.64,64.4
M,1.69,56.9
M,1.85,88.1
M,1.8,76.6
F,1.61,96.1
F,1.69,65.1
M,1.79,140.7
F,1.73,78.8
M,1.86,75.6
F,1.51,57.3
M,1.82,90.6
F,1.45,60.0
F,1.85,78.1
M,1.82,81.3
M,1.74,72.2
F,1.58,61.1
M,1.91,86.4
F,1.51,50.7
M,1.82,42.2
M,1.84,69.7
M,1.61,91.5
F,1.73,72.4
F,1.7,64.6
M,1.81,84.4
F,1.55,71.1
M,1.82,62.3
F,1.47,43.0
F,1.81,107.5
M,1.66,57.6
F,1.6,75.8
F,1.53,63.2
M,1.66,59.4
F,1.69,105.7
F,1.7,86.2
M,1.7,60.8
F,1.42,51.9
F,1.68,52.7
F,1.63,49.6
F,1.77,79.7
F,1.5,47.1
M,1.73,64.4
M,1.79,81.8
F,1.41,44.4
M,1.89,69.9
M,1.68,56.0
M,1.8,93.3
M,1.8,125.3
F,1.67,64.1
F,1.81,84.8
F,1.45,44.2
F,1.69,100.7
F,1.61,70.0
M,1.76,68.3
F,1.61,69.1
F,1.54,44.3
F,1.59,64.4
M,1.87,122.3
F,1.57,47.0
M,1.86,84.9
M,1.85,65.7
F,1.67,43.0
M,1.78,90.3
M,1.72,71.2
M,1.74,118.5
F,1.79,81.3
M,1.89,105.1
F,1.58,46.7
F,1.65,66.5
M,1.73,66.3
M,1.92,69.6
F,1.57,72.0
F,1.53,55.5
M,1.78,59.8
F,1.71,80.5
F,1.58,68.8
M,1.79,84.2
F,1.41,44.6
F,1.62,61.9
F,1.65,55.3
M,1.66,79.8
F,1.5,44.4
F,1.63,103.3
M,1.7,64.0
M,1.73,87.1
M,1.96,92.0
M,1.76,68.8
F,1.34,39.1
F,1.51,47.2
F,1.43,47.5
M,1.8,75.1
M,1.73,69.3
F,1.63,115.9
F,1.62,60.4
F,1.38,55.8
M,1.64,119.1
M,1.68,64.2
M,1.74,87.9
F,1.35,46.9
M,1.95,86.0
F,1.54,66.3
F,1.65,75.3
F,1.78,71.4
M,1.78,80.1
M,1.82,88.4
F,1.49,55.8
M,1.86,88.8
F,1.51,65.2
F,1.62,53.5
M,1.5,94.6
M,1.82,80.4
M,1.65,64.8
F,1.61,55.4
F,1.7,116.4
F,1.61,63.4
M,1.59,61.4
F,1.58,70.1
M,1.8,81.3
M,1.59,56.9
M,1.63,55.8
F,1.68,58.4
F,1.62,56.4
F,1.52,66.0
M,1.65,74.9
M,1.7,123.4
M,1.84,76.9
M,1.7,83.0
F,1.75,64.1
M,1.73,70.5
M,1.87,89.9
M,1.57,62.8
M,1.77,78.5
M,1.68,66.6
M,1.83,87.3
M,1.96,96.6
F,1.65,69.3
F,1.67,78.8
M,1.79,67.8
M,1.54,54.1
M,1.74,65.5
M,1.65,65.7
F,1.63,70.5
M,1.76,87.2
M,1.8,75.8
F,1.77,79.3
F,1.36,35.0
M,1.93,81.8
M,1.82,61.9
M,1.98,91.4
F,1.64,58.5
F,1.65,72.0
M,1.72,108.4
F,1.76,70.0
F,1.47,51.5
F,1.55,106.4
M,1.96,107.4
F,1.65,66.3
M,1.71,68.2
M,1.77,89.2
M,1.89,99.3
F,1.67,68.8
F,1.67,77.8
M,1.81,94.5
M,1.85,101.0
M,1.64,49.8
M,1.79,91.8
F,1.33,42.7
M,1.73,62.4
M,1.79,118.2
F,1.54,47.8
F,1.64,75.4
M,1.71,79.6
M,1.68,59.0
F,1.62,60.2
M,1.79,89.6
M,1.66,80.5
M,1.76,128.8
F,1.72,56.4
F,1.52,49.5
F,1.71,72.7
F,1.77,64.7
M,1.81,83.1
M,1.68,65.0
F,1.49,55.5
F,1.81,75.2
F,1.51,46.5
M,1.72,73.3
M,1.64,87.5
M,1.76,65.2
M,1.92,70.4
F,1.83,89.1
F,1.66,77.8
F,1.58,99.7
F,1.58,68.4
F,1.64,79.9
F,1.54,66.6
M,1.71,75.1
F,1.57,68.9
F,1.52,43.9
M,1.68,62.1
F,1.62,60.9
M,1.78,41.1
F,1.63,50.4
F,1.73,61.6
M,1.65,56.4
M,1.72,60.1
M,1.79,79.6
F,1.6,68.6
M,1.81,97.9
M,1.73,53.7
F,1.62,69.6
M,1.84,116.5
F,1.59,46.8
M,1.82,61.8
F,1.65,54.3
M,1.82,96.7
M,1.7,106.3
M,1.67,69.9
F,1.67,74.2
F,1.65,55.1
M,1.71,57.8
F,1.72,65.5
M,1.91,100.2
M,1.56,49.0
M,1.71,83.9
F,1.71,64.1
M,1.59,54.5
F,1.62,77.0
M,1.78,59.3
F,1.72,69.0
F,1.65,54.8
M,1.8,74.8
F,1.81,82.6
F,1.67,51.7
M,1.73,55.5
F,1.46,48.9
M,1.82,107.5
F,1.55,40.4
F,1.56,59.8
F,1.47,52.7
M,1.84,79.1
F,1.84,53.4
F,1.49,65.1
F,1.49,42.0
F,1.53,59.4
F,1.7,85.4
F,1.56,55.5
M,1.69,66.6
M,1.63,72.7
M,1.73,88.0
F,1.62,68.4
M,1.61,96.5
F,1.55,56.6
M,1.71,68.5
M,1.84,100.5
M,1.63,73.9
M,1.92,93.2
M,1.72,69.3
M,1.96,74.1
F,1.74,83.9
F,1.36,35.3
M,1.7,54.3
F,1.51,62.2
F,1.55,52.8
M,1.89,98.9
F,1.62,52.3
M,1.87,70.9
M,1.76,71.9
F,1.65,76.5
F,1.71,53.0
M,1.76,68.4
F,1.77,86.7
F,1.6,58.0
M,1.81,94.4
F,1.6,34.3
M,1.82,77.7
F,1.48,61.0
M,1.85,78.1
F,1.47,50.2
F,1.62,104.0
M,1.81,63.2
M,1.69,72.4
M,1.63,65.0
F,1.69,79.3
F,1.69,61.2
M,1.75,43.8
F,1.63,62.9
F,1.7,62.7
M,1.83,63.2
F,1.64,50.6
M,1.68,68.8
F,1.6,74.3
F,1.82,52.6
F,1.85,93.1
F,1.69,84.0
F,1.68,59.4
M,1.85,72.2
F,1.53,100.6
M,1.87,66.4
M,1.58,81.6
F,1.78,78.3
M,1.75,77.1
M,1.71,59.3
M,1.44,46.3
M,1.82,66.4
M,1.76,45.4
M,1.64,50.8
F,1.24,36.4
M,1.94,71.2
M,1.65,71.0
F,1.42,56.1
F,1.73,62.3
F,1.69,57.6
F,1.65,67.7
M,1.86,73.3
F,1.69,74.5
F,1.87,81.4
M,1.81,104.0
F,1.44,54.3
F,1.45,60.3
M,1.79,91.4
M,1.69,64.3
F,1.48,48.2
M,1.81,68.9
M,1.88,85.8
F,1.73,82.5
M,1.75,74.4
M,1.84,96.9
M,1.83,90.6
F,1.76,130.1
M,1.82,69.8
M,1.61,62.9
F,1.54,45.9
M,1.95,91.2
M,1.74,64.5
M,1.74,56.7
F,1.86,141.5
F,1.56,62.9
F,1.66,81.3
F,1.52,50.5
M,1.8,76.5
F,1.62,81.2
F,1.68,67.2
M,1.73,58.4
F,1.76,79.2
M,1.87,98.6
M,1.89,143.8
M,1.76,59.6
M,1.75,70.2
F,1.53,68.2
M,1.69,121.5
F,1.59,50.4
F,1.55,52.6
F,1.51,59.2
M,1.81,80.8
M,1.78,90.4
F,1.54,49.4
M,1.71,70.8
M,1.94,108.6
M,1.62,43.8
F,1.61,75.5
F,1.54,52.1
F,1.56,63.2
F,1.58,67.4
F,1.42,47.9
M,1.63,93.0
M,1.8,81.4
F,1.65,52.4
F,1.68,83.9
M,1.73,90.9
M,1.78,80.2
M,1.85,91.1
M,1.69,65.5
M,1.86,100.5
M,1.64,118.0
F,1.45,79.1
F,1.64,65.4
M,1.71,79.1
M,1.67,51.6
F,1.59,76.6
M,1.59,65.7
F,1.71,71.5
M,1.93,96.7
F,1.74,109.5
M,1.78,92.4
M,1.68,60.3
F,1.48,51.4
F,1.6,64.4
M,1.69,70.7
M,1.78,81.6
M,1.6,47.8
F,1.49,42.4
F,1.58,66.6
M,1.9,125.3
M,1.69,86.1
F,1.51,51.9
F,1.47,58.5
F,1.5,42.7
F,1.44,58.3
M,1.94,64.8
F,1.58,48.2
M,1.75,69.2
M,1.79,73.1
F,1.61,73.1
F,1.56,92.7
M,1.64,67.5
F,1.64,50.9
M,1.69,69.3
M,1.74,78.4
F,1.46,51.2
M,1.69,64.8
F,1.68,58.8
M,1.69,59.6
F,1.92,75.0
F,1.65,63.1
F,1.62,64.4
M,1.72,62.8
M,1.83,93.2
M,1.66,61.1
M,1.9,107.2
M,1.71,54.5
M,1.76,81.7
F,1.62,63.4
M,1.91,77.9
F,1.63,69.1
M,1.67,57.9
M,1.92,60.3
F,1.59,59.6
F,1.63,94.2
