sex,height,weight
M,1.65,61.8
M,1.8,128.4
M,1.58,59.0
F,1.46,34.9
M,1.84,71.5
M,1.69,73.1
M,1.8,84.0
F,1.86,67.7
M,1.91,97.7
M,1.76,106.3
M,2.01,102.6
M,1.67,60.9
F,1.44,57.8
M,1.66,72.0
F,1.64,70.5
M,1.69,68.0
M,1.62,50.8
M,1.94,78.8
M,1.85,87.6
F,1.64,56.7
M,1.81,71.4
M,1.56,55.2
M,1.67,87.3
F,1.65,100.1
F,1.35,51.1
F,1.49,52.0
F,1.64,57.3
F,1.63,97.6
F,1.42,57.4
M,1.85,69.3
M,1.6,67.3
M,1.79,62.8
M,1.83,72.1
F,1.69,67.3
F,1.61,61.3
M,1.9,125.4
F,1.53,89.8
M,1.75,76.8
F,1.64,65.7
F,1.8,94.9
M,1.69,74.6
F,1.56,66.9
M,1.78,76.2
M,1.96,93.8
F,1.62,48.8
F,1.74,85.4
M,1.7,109.8
M,1.77,84.3
F,1.73,51.9
F,1.63,97.7
F,1.7,61.5
M,1.84,73.7
M,1.68,63.2
F,1.81,130.1
F,1.48,49.8
M,1.79,65.2
F,1.63,72.8
M,1.85,108.5
F,1.49,52.1
M,1.84,81.3
F,1.61,53.1
M,1.52,49.0
F,1.43,39.1
F,1.71,70.9
F,1.67,56.9
F,1.72,86.9
M,1.61,53.3
F,1.54,44.8
M,1.66,62.5
F,1.65,52.5
M,1.67,51.9
F,1.53,85.1
M,1.83,74.0
F,1.73,77.8
F,1.78,93.2
M,1.82,79.1
M,1.45,46.8
F,1.62,73.2
F,1.55,66.7
M,1.79,75.9
M,1.59,59.6
M,1.67,75.6
M,1.82,120.0
M,1.77,86.5
F,1.59,72.6
M,1.8,65.9
M,1.87,77.6
F,1.55,46.9
F,1.52,55.5
F,1.75,86.9
F,1.73,82.7
F,1.64,74.8
M,1.93,82.6
F,1.54,80.4
M,1.73,59.0
M,1.63,74.9
M,1.8,70.5
F,1.55,62.2
F,1.49,45.2
M,1.76,58.6
F,1.65,77.1
M,1.73,72.4
M,1.48,46.8
F,1.68,62.5
M,1.62,51.2
M,1.74,77.9
M,1.67,58.8
F,1.61,58.5
F,1.73,79.2
F,1.62,76.8
M,1.82,98.7
M,1.6,60.3
M,1.73,112.1
F,1.55,41.2
M,2.04,80.2
M,1.69,70.3
F,1.69,58.4
M,1.63,53.9
F,1.7,108.0
M,1.71,71.1
M,1.87,89.9
M,1.79,70.9
M,2.03,155.5
F,1.74,58.4
F,1.53,50.4
F,1.82,73.8
M,1.77,68.8
F,1.56,51.1
M,1.63,98.5
M,1.72,80.9
F,1.51,64.5
M,1.61,72.8
M,1.69,53.0
M,1.77,63.9
F,1.44,56.6
M,1.85,127.9
M,1.73,67.3
F,1.63,63.0
M,1.72,73.1
F,1.52,45.1
F,1.58,74.5
M,1.78,87.0
F,1.66,88.9
F,1.49,48.0
M,1.85,88.0
M,1.78,96.5
M,1.88,80.5
M,1.9,94.0
F,1.66,97.2
M,1.64,88.2
M,1.86,126.9
M,1.73,59.3
F,1.65,74.8
F,1.93,73.8
F,1.74,107.6
F,1.61,51.7
F,1.71,59.2
M,1.9,74.5
F,1.55,50.9
M,1.83,74.2
M,1.65,65.0
F,1.6,73.4
F,1.54,53.4
F,1.6,50.6
F,1.57,46.7
F,1.61,62.3
M,1.78,82.1
M,1.74,56.8
M,1.63,94.1
M,1.72,100.7
M,1.56,45.7
F,1.61,88.9
F,1.76,50.2
M,1.72,53.4
M,1.67,57.0
M,1.69,83.2
M,1.67,85.5
F,1.68,66.4
M,1.73,111.1
M,1.83,112.9
F,1.61,58.8
M,1.79,106.1
F,1.59,65.6
M,1.77,81.1
F,1.43,47.0
F,1.58,80.1
M,1.73,49.3
M,1.81,90.5
M,1.76,70.1
M,1.77,88.3
M,1.8,92.7
M,1.85,94.5
M,1.78,73.6
M,1.75,64.8
F,1.5,66.7
F,1.81,70.7
F,1.48,54.0
F,1.68,112.8
M,1.72,70.8
F,1.62,52.7
M,1.81,62.0
M,1.7,61.7
M,1.84,63.0
M,1.73,58.8
F,1.54,49.9
M,1.88,84.8
M,1.75,59.4
M,1.76,50.4
F,1.7,97.2
F,1.46,41.8
F,1.68,103.2
M,1.69,62.4
M,1.68,88.8
F,1.76,78.8
M,1.79,63.6
M,1.66,54.5
M,1.65,80.7
M,1.61,53.3
M,1.79,60.7
M,1.7,56.6
F,1.59,98.6
F,1.44,58.6
F,1.54,69.0
F,1.53,42.2
M,1.92,92.9
M,1.7,55.2
F,1.65,55.2
M,1.6,65.6
F,1.57,70.2
M,1.79,66.3
M,1.7,109.0
F,1.54,68.5
F,1.55,79.6
M,1.71,100.2
M,1.71,84.6
M,1.73,81.7
M,1.8,96.0
M,1.79,64.8
F,1.5,53.8
M,1.67,57.8
M,1.72,82.4
F,1.41,38.5
F,1.63,98.5
F,1.45,58.3
M,1.98,80.8
M,1.57,64.2
M,1.67,59.0
M,1.62,59.3
F,1.62,73.7
F,1.6,57.9
F,1.56,68.9
F,1.62,87.8
F,1.71,74.0
F,1.54,60.6
M,1.79,80.6
F,1.75,57.8
F,1.53,46.3
F,1.6,51.8
F,1.59,98.7
M,1.74,64.1
M,1.87,77.7
F,1.42,42.8
M,1.73,86.1
F,1.8,92.3
F,1.61,51.9
M,1.92,69.1
M,1.75,59.0
F,1.54,56.8
F,1.74,66.1
F,1.7,71.9
F,1.75,112.4
M,1.75,58.8
F,1.61,67.0
M,1.89,89.5
F,1.56,41.4
M,1.78,67.4
M,1.78,65.1
F,1.76,57.5
M,1.75,63.8
F,1.7,65.4
F,1.46,60.1
F,1.64,59.0
M,1.93,109.1
F,1.64,66.2
M,1.96,82.5
F,1.8,59.7
F,1.74,66.4
F,1.52,44.4
M,1.92,91.5
M,1.76,91.2
F,1.79,65.4
M,1.89,71.3
M,1.72,66.3
M,1.63,80.2
F,1.37,35.8
M,1.69,62.1
M,1.94,75.2
M,1.9,86.7
M,1.68,66.9
M,1.81,86.7
F,1.47,61.1
F,1.63,43.4
M,1.63,90.9
M,1.7,68.9
F,1.48,71.2
M,1.85,76.7
F,1.54,62.9
M,1.77,64.5
M,1.84,109.9
F,1.68,52.7
F,1.51,55.8
M,1.62,74.7
M,1.8,89.1
F,1.73,77.5
M,1.69,77.9
M,1.84,71.7
F,1.72,72.0
F,1.65,56.6
M,1.74,60.4
M,1.89,76.5
M,1.76,58.0
F,1.71,71.0
M,1.61,64.4
F,1.6,70.3
F,1.73,64.1
M,1.93,96.3
M,1.8,124.6
M,2.0,150.4
M,1.82,84.5
M,1.61,52.3
F,1.79,84.6
F,1.56,95.5
F,1.63,96.2
M,1.88,74.0
F,1.65,91.6
M,1.68,79.1
F,1.63,58.8
M,1.69,77.0
M,1.74,65.3
M,1.82,127.8
M,1.78,62.3
M,1.72,110.3
F,1.69,113.9
F,1.56,75.9
F,1.65,50.9
M,1.71,47.9
M,1.92,87.3
F,1.81,83.6
F,1.71,87.0
M,1.67,74.2
F,1.68,65.6
F,1.62,56.2
F,1.48,48.6
M,1.92,71.5
M,1.73,74.9
F,1.49,63.3
M,1.74,71.4
M,1.78,91.4
M,1.53,46.3
F,1.48,58.9
M,1.74,73.4
M,1.8,68.2
F,1.59,67.8
M,1.85,83.1
M,1.74,105.8
M,1.65,74.5
M,1.62,45.2
M,1.66,68.1
F,1.59,71.5
M,1.77,91.9
F,1.67,62.6
F,1.64,73.0
F,1.67,105.2
M,1.84,106.0
M,1.91,101.8
M,1.62,74.0
M,1.78,68.7
M,1.88,70.7
M,1.63,60.1
F,1.61,63.6
M,1.81,78.7
M,1.63,103.0
M,1.77,62.5
M,1.78,63.2
M,1.9,69.3
M,1.74,84.1
M,1.84,86.9
M,1.7,64.1
M,1.86,87.7
F,1.71,68.4
M,1.92,85.7
F,1.77,77.0
F,1.59,56.9
F,1.55,58.9
F,1.6,66.4
M,1.64,61.7
F,1.63,62.9
M,1.57,67.2
F,1.73,52.3
M,1.87,73.7
F,1.72,59.0
M,1.75,84.0
F,1.81,113.5
M,1.69,58.2
F,1.7,106.0
F,1.72,66.2
F,1.59,54.3
M,1.77,89.6
F,1.66,72.6
F,1.63,69.4
F,1.77,89.0
F,1.66,66.0
M,1.75,58.2
F,1.69,63.8
M,1.73,51.0
F,1.66,101.8
M,1.62,50.2
F,1.74,69.5
F,1.6,58.8
F,1.83,85.6
F,1.54,82.7
F,1.71,85.7
M,1.88,67.7
F,1.58,62.0
M,1.71,73.7
F,1.69,85.2
M,1.71,84.7
M,1.66,80.4
F,1.33,47.6
M,1.88,71.6
M,1.72,67.7
F,1.65,80.2
F,1.72,85.4
M,1.71,60.2
M,1.75,61.4
M,1.71,61.1
F,1.49,39.7
F,1.41,52.9
M,1.74,115.3
F,1.56,81.6
F,1.53,54.3
M,1.72,73.0
M,1.75,81.0
F,1.68,83.0
M,1.76,93.7
F,1.83,91.3
F,1.66,79.4
F,1.55,70.5
M,1.73,101.3
F,1.48,38.4
F,1.74,64.9
F,1.57,54.7
F,1.63,66.8
M,1.7,61.3
M,1.71,70.3
F,1.71,82.9
F,1.66,69.9
F,1.58,54.0
F,1.62,77.5
F,1.65,64.6
M,1.79,84.6
F,1.62,53.3
M,1.84,88.7
M,1.7,69.8
F,1.79,70.1
F,1.66,64.4
F,1.65,80.8
M,1.82,91.2
F,1.71,70.6
M,1.75,85.9
M,1.78,73.4
F,1.55,52.7
M,1.75,62.1
M,1.63,57.6
F,1.85,73.4
F,1.51,43.3
F,1.61,51.2
F,1.57,69.0
F,1.59,91.8
F,1.68,61.6
M,1.52,55.8
F,1.68,69.2
M,1.94,80.5
F,1.71,68.8
M,1.89,95.5
M,1.74,73.5
M,1.84,71.7
M,1.67,70.1
M,1.82,77.8
M,1.95,108.1
M,1.95,84.1
M,1.74,57.0
M,1.77,70.5
M,1.65,56.1
F,1.67,84.5
M,1.91,73.4
F,1.67,59.5
F,1.58,63.7
M,1.65,56.7
F,1.75,56.9
M,1.79,66.0
F,1.49,48.7
M,1.74,57.8
M,1.88,93.7
M,1.91,123.8
F,1.68,67.7
M,1.72,65.7
M,1.63,52.9
M,1.73,80.8
M,1.61,68.7
F,1.57,51.9
M,1.91,89.1
F,1.75,71.7
F,1.75,70.0
F,1.57,67.6
F,1.73,66.3
M,1.75,90.3
F,1.61,66.5
M,1.86,97.0
F,1.51,63.2
M,1.88,66.0
F,1.51,62.4
M,1.79,89.8
M,1.78,80.9
F,1.48,53.8
M,1.65,46.2
M,1.73,74.2
F,1.81,79.6
M,1.92,128.7
M,1.7,65.6
M,1.73,66.4
M,1.78,84.7
M,1.64,61.2
M,1.76,78.4
M,1.82,92.5
F,1.68,99.4
M,1.62,48.8
M,1.72,62.9
M,1.65,78.0
M,1.78,76.3
M,1.68,62.4
F,1.72,65.0
F,1.54,66.7
F,1.58,57.8
M,1.65,72.1
F,1.63,81.5
F,1.93,88.5
M,1.77,77.7
M,1.95,79.3
F,1.63,59.3
M,1.78,54.3
F,1.59,60.4
F,1.62,61.3
F,1.78,86.9
F,1.69,52.9
M,1.73,76.0
M,1.8,74.3
M,1.66,58.7
M,1.79,67.4
M,1.69,55.6
M,1.86,98.0
M,1.86,100.2
M,1.74,57.7
F,1.63,93.2
F,1.61,72.2
M,1.58,54.9
F,1.49,62.5
M,1.76,78.3
M,1.6,60.3
M,1.74,77.5
F,1.45,57.9
F,1.42,33.5
M,1.8,112.6
F,1.76,69.1
F,1.39,61.0
M,1.67,105.0
M,1.85,70.0
M,1.67,57.3
F,1.6,68.9
M,1.74,67.0
M,1.69,55.8
F,1.64,59.4
M,1.83,63.1
M,2.03,94.0
F,1.57,46.6
F,1.7,68.5
F,1.52,58.4
M,2.0,132.5
F,1.55,66.9
F,1.65,51.5
F,1.59,61.9
M,1.87,87.6
F,1.7,85.2
M,1.78,93.1
F,1.76,69.2
F,1.5,55.1
M,1.72,80.1
M,1.67,52.8
F,1.58,68.6
M,1.87,67.9
M,1.78,116.9
F,1.61,57.9
M,1.78,60.9
M,1.76,115.0
F,1.57,48.2
F,1.48,43.7
F,1.73,68.1
M,1.9,141.0
F,1.63,78.5
F,1.69,67.2
F,1.47,48.0
F,1.76,85.9
M,1.79,100.1
M,1.99,105.1
M,1.88,114.9
F,1.65,52.7
M,1.75,66.8
F,1.57,50.4
F,1.66,56.5
M,1.64,71.2
F,1.56,54.7
F,1.59,70.2
F,1.5,38.2
F,1.7,74.2
M,1.62,52.9
M,1.76,63.0
F,1.61,76.7
M,1.76,88.9
M,1.58,68.2
F,1.48,39.5
M,1.97,112.3
F,1.59,52.2
M,1.81,84.1
M,1.68,77.4
M,1.78,73.3
M,1.78,73.6
M,1.74,109.3
F,1.71,89.2
F,1.62,51.3
M,1.69,66.8
F,1.66,72.1
M,1.65,92.4
F,1.57,67.6
F,1.6,57.1
F,1.43,44.1
F,1.75,66.9
F,1.68,74.7
F,1.6,73.6
M,1.59,53.7
F,1.67,66.6
M,1.71,71.7
M,1.75,86.2
F,1.59,74.5
F,1.67,76.6
M,1.77,81.9
M,1.82,77.2
F,1.8,83.0
F,1.61,49.6
F,1.63,63.8
F,1.8,62.3
M,1.88,89.3
F,1.67,87.0
M,1.71,65.2
M,1.82,61.9
F,1.62,69.7
M,1.87,92.4
F,1.76,80.5
M,1.82,70.0
M,1.65,91.8
F,1.65,61.7
M,1.51,47.8
M,1.74,76.6
M,1.82,83.8
M,1.72,62.3
M,1.69,65.8
F,1.64,75.3
M,1.68,62.6
F,1.57,66.7
F,1.76,91.9
M,1.72,58.0
M,1.65,60.9
M,1.67,61.6
F,1.65,76.3
F,1.73,108.3
M,1.78,105.7
M,1.84,82.6
M,1.89,68.5
F,1.72,68.2
M,1.68,63.2
M,1.68,80.4
M,1.65,69.4
M,1.72,63.5
M,1.72,65.2
M,1.72,81.6
F,1.53,58.5
F,1.67,77.3
M,1.63,75.6
M,1.79,72.0
M,1.65,61.4
F,1.7,109.5
F,1.73,62.8
F,1.66,59.1
F,1.64,66.0
F,1.6,64.9
F,1.63,69.8
F,1.55,46.7
F,1.82,80.9
M,1.87,94.3
F,1.63,53.5
M,1.77,64.6
F,1.65,51.5
M,1.72,56.5
M,1.73,80.0
F,1.71,79.9
M,1.92,80.8
M,1.7,107.5
M,1.93,104.9
M,1.79,75.5
F,1.57,51.5
F,1.55,88.8
F,1.53,63.6
F,1.58,67.2
M,1.56,55.6
F,1.69,75.6
F,1.79,95.1
F,1.78,77.8
F,1.72,90.5
M,1.88,94.1
F,1.66,56.8
F,1.54,63.3
M,1.74,81.5
F,1.7,47.4
F,1.71,75.7
F,1.79,128.1
F,1.38,40.7
F,1.73,82.8
M,1.59,69.3
F,1.57,58.4
M,1.76,90.6
M,1.85,65.2
M,1.65,87.9
F,1.66,53.5
M,1.76,75.4
F,1.46,47.7
M,1.86,82.0
F,1.43,53.5
F,1.67,64.2
F,1.71,71.8
F,1.65,76.0
F,1.55,60.5
M,1.75,78.8
M,1.56,46.6
M,1.57,98.1
F,1.6,88.3
M,1.95,83.1
F,1.65,66.7
M,1.79,114.2
F,1.62,59.3
F,1.87,77.2
F,1.74,56.9
M,1.82,70.2
F,1.56,71.3
F,1.82,75.0
F,1.66,64.5
M,1.8,64.4
M,1.85,100.0
F,1.78,63.5
M,1.7,63.5
F,1.73,57.6
M,1.64,54.9
F,1.58,58.5
F,1.55,47.7
M,1.97,105.8
F,1.71,64.7
M,1.97,88.3
M,1.68,64.5
M,1.8,67.7
M,1.74,80.3
F,1.63,62.2
M,1.67,67.9
M,1.84,80.2
M,1.91,74.0
M,1.66,67.7
M,1.84,77.4
F,1.46,62.7
F,1.61,57.2
F,1.59,73.4
F,1.52,43.8
F,1.68,77.3
F,1.55,57.1
M,1.71,65.1
M,1.7,91.5
F,1.62,100.7
M,1.71,56.5
M,1.8,79.3
F,1.51,60.4
M,1.78,72.1
M,1.87,76.5
M,1.6,61.1
M,1.99,111.5
F,1.6,74.4
M,1.69,68.8
M,1.76,86.2
M,1.57,54.6
M,1.6,50.2
M,1.65,100.0
F,1.5,64.2
F,1.67,88.6
M,1.8,64.4
F,1.56,69.1
F,1.55,63.8
F,1.52,45.4
F,1.62,70.5
F,1.66,78.9
M,1.76,88.6
M,1.87,91.7
F,1.6,53.5
M,1.9,104.7
M,1.99,92.2
M,1.69,58.4
F,1.54,72.8
M,1.79,76.6
M,1.71,53.2
M,1.95,109.6
M,1.65,57.6
M,1.79,78.6
F,1.48,81.3
M,1.5,63.2
M,1.66,65.5
F,1.58,97.0
M,1.74,114.8
F,1.52,66.3
F,1.76,60.0
F,1.55,60.1
F,1.63,54.5
M,1.86,76.9
F,1.7,76.1
M,1.78,71.8
F,1.43,57.9
M,1.71,76.6
M,1.62,56.5
F,1.56,48.9
M,1.71,70.1
M,1.7,55.5
F,1.57,46.4
F,1.6,52.5
M,1.82,81.3
M,1.74,113.8
M,1.74,66.7
F,1.5,64.0
M,1.85,100.9
M,1.73,66.4
M,1.66,53.8
F,1.48,55.9
F,1.55,54.9
F,1.68,66.2
M,1.65,64.2
F,1.54,56.1
F,1.73,84.6
M,1.78,68.6
M,1.72,54.4
M,1.77,74.1
F,1.54,60.6
M,1.82,66.1
M,1.78,69.7
F,1.85,102.7
M,1.78,87.8
M,1.81,85.1
F,1.48,59.3
F,1.67,66.9
F,1.67,79.7
F,1.65,78.2
F,1.66,76.1
F,1.42,37.3
M,1.86,70.7
M,1.81,56.7
F,1.7,64.8
M,1.75,70.8
F,1.56,63.4
M,1.77,86.4
F,1.39,52.7
M,1.67,52.6
F,1.66,58.7
F,1.76,80.6
M,1.8,61.3
M,1.66,81.9
M,1.83,76.7
F,1.54,50.6
M,1.89,59.0
F,1.62,68.7
M,1.86,73.0
F,1.61,47.0
M,1.77,78.8
M,1.82,81.9
F,1.67,63.0
M,1.65,59.8
M,1.79,77.8
F,1.64,50.4
M,1.82,70.3
M,1.74,81.4
F,1.57,51.3
M,1.6,54.9
F,1.57,59.9
F,1.59,88.8
M,1.7,54.0
M,1.73,106.3
M,1.98,89.0
F,1.68,65.2
M,1.92,101.4
F,1.73,107.1
M,1.69,73.2
F,1.62,44.8
M,1.84,110.8
F,1.7,53.9
M,1.64,53.5
F,1.66,58.2
M,1.64,78.9
F,1.62,59.4
M,1.85,78.1
M,1.65,77.1
M,1.7,77.2
F,1.58,43.9
F,1.49,54.7
F,1.8,67.2
M,1.81,90.5
M,1.72,68.8
F,1.6,60.5
F,1.69,67.3
F,1.67,61.9
F,1.7,61.8
M,1.8,106.5
F,1.58,45.9
F,1.56,56.1
F,1.64,78.0
F,1.69,62.9
M,1.72,79.3
M,1.49,63.1
F,1.67,62.7
F,1.65,63.5
M,1.57,72.3
M,1.76,82.7
M,1.7,83.2
M,1.8,97.5
F,1.76,73.0
M,1.73,77.7
F,1.61,63.2
F,1.64,68.5
M,1.96,119.5
F,1.58,54.9
M,1.82,90.1
M,1.58,67.0
F,1.48,55.9
F,1.6,72.3
M,1.71,64.1
F,1.57,84.9
M,1.68,57.3
M,1.85,76.4
F,1.56,42.6
F,1.58,75.9
M,1.62,56.1
M,1.86,104.8
M,1.77,74.9
F,1.76,120.0
M,1.69,75.3
M,1.66,67.6
F,1.48,84.3
M,1.65,78.0
M,1.93,121.0
F,1.64,70.0
M,1.8,74.1
M,1.74,115.3
F,1.69,65.1
M,1.66,64.0
F,1.58,98.5
F,1.57,65.4
F,1.71,91.0
M,1.72,65.0
M,1.88,70.7
F,1.63,62.3
F,1.62,56.9
F,1.74,88.0
M,1.71,74.1
F,1.55,80.3
M,1.76,68.3
F,1.6,55.3
M,1.64,62.7
M,1.67,52.4
M,1.68,74.7
F,1.58,74.4
M,1.74,56.9
F,1.67,65.1
M,1.74,101.4
F,1.64,63.1
M,1.68,60.8
M,1.82,67.3
M,1.66,64.1
F,1.59,72.1
M,1.76,87.6
M,1.65,79.3
M,1.71,77.5
F,1.54,51.2
M,1.64,77.9
F,1.58,56.1
F,1.58,61.2
M,1.82,72.7
F,1.78,89.1
F,1.75,60.9
F,1.76,76.7
F,1.7,81.5
F,1.49,54.7
F,1.61,56.1
F,1.77,118.8
F,1.49,52.1
M,1.67,62.6
M,1.76,79.9
M,1.81,75.8
F,1.6,63.6
M,1.76,81.6
F,1.52,44.5
M,1.63,78.0
F,1.71,73.3
F,1.6,66.6
M,1.66,63.3
F,1.81,124.2
F,1.58,48.2
F,1.46,36.0
F,1.57,60.3
F,1.55,58.7
F,1.78,74.7
M,1.98,103.4
M,1.67,61.6
M,1.74,85.5
M,1.76,84.9
M,1.83,66.2
M,1.78,77.4
F,1.58,77.8
F,1.6,71.6
F,1.55,39.8
M,1.75,80.4
M,1.55,57.3
M,1.72,88.5
F,1.68,67.1
M,1.64,44.0
F,1.6,49.7
M,1.69,67.3
M,1.44,43.3
M,1.83,79.8
F,1.65,54.5
M,1.82,71.4
M,1.79,86.1
F,1.59,57.3
F,1.75,80.9
M,1.84,96.0
F,1.56,50.2
F,1.58,46.3
F,1.61,61.3
M,1.76,65.0
F,1.64,52.5
F,1.67,48.1
M,1.87,106.5
F,1.56,54.4
M,1.86,85.1
F,1.74,87.3
M,1.96,85.4
F,1.41,63.9
F,1.42,46.1
M,1.71,79.4
M,1.88,104.7
F,1.69,53.7
F,1.74,57.6
M,1.85,89.7
M,1.67,77.3
M,1.86,101.7
F,1.63,58.0
M,1.78,53.4
F,1.49,47.0
M,1.67,52.2
M,1.72,67.7
M,1.8,95.7
M,1.53,80.4
F,1.49,50.2
F,1.64,76.1
M,1.6,65.8
M,1.82,108.0
M,1.84,92.3
F,1.56,61.3
F,1.67,75.7
F,1.77,99.7
M,1.69,79.2
F,1.54,65.9
F,1.61,50.0
M,1.82,99.0
F,1.6,57.5
F,1.5,67.0
M,1.69,62.6
M,1.9,80.1
F,1.63,65.8
M,1.74,56.1
M,1.79,82.8
F,1.69,56.7
M,1.7,85.3
F,1.78,64.0
F,1.65,91.8
F,1.46,49.0
M,1.7,61.7
M,1.74,68.0
F,1.56,54.5
M,1.69,71.0
F,1.61,83.1
F,1.55,63.3
M,1.87,71.6
F,1.48,64.2
F,1.45,54.3
F,1.62,44.3
F,1.7,86.0
F,1.67,80.7
M,1.73,60.0
F,1.64,99.8
F,1.74,91.8
F,1.59,50.8
M,1.76,70.4
M,1.8,118.8
F,1.77,66.4
F,1.76,82.3
F,1.42,44.9
M,1.84,76.2
M,1.77,111.9
F,1.59,55.8
M,1.73,66.2
M,1.9,129.3
M,1.8,70.3
F,1.73,70.6
M,1.64,61.6
M,1.65,53.4
F,1.63,68.4
M,1.82,73.3
F,1.5,58.7
F,1.68,55.0
M,1.9,85.1
F,1.56,48.0
M,1.81,84.6
M,1.83,84.2
F,1.46,44.4
M,1.83,87.5
M,1.71,52.6
M,1.77,62.3
M,1.72,88.4
F,1.7,75.8
M,1.77,50.9
M,1.8,65.3
M,1.86,99.8
F,1.68,99.5
F,1.7,82.4
F,1.51,53.7
M,1.93,88.3
M,1.69,49.0
F,1.75,122.0
M,1.83,84.0
M,1.56,77.5
M,1.76,83.6
M,1.62,92.3
M,1.97,132.1
M,1.77,77.3
F,1.77,90.0
M,1.77,62.2
M,1.8,70.6
M,1.84,78.7
M,1.77,63.9
F,1.67,66.4
F,1.61,75.7
M,1.74,86.4
F,1.57,96.8
M,1.85,64.6
F,1.53,58.7
F,1.66,60.0
M,1.69,47.5
M,1.66,100.5
F,1.63,54.0
M,1.63,59.4
F,1.61,48.7
M,1.83,88.7
F,1.64,58.7
M,1.91,104.1
M,1.73,72.9
M,1.9,101.1
M,1.73,82.4
F,1.59,48.7
F,1.59,55.6
F,1.57,54.3
M,1.71,66.7
F,1.7,56.9
F,1.61,71.7
F,1.78,76.4
M,1.68,75.5
M,1.74,89.8
F,1.7,76.5
F,1.74,71.0
M,1.69,66.1
M,1.87,95.7
F,1.76,74.8
F,1.69,81.7
F,1.68,107.7
F,1.68,57.1
M,1.73,70.7
F,1.75,90.3
F,1.6,62.7
F,1.55,45.9
M,1.98,88.6
F,1.43,56.4
F,1.7,63.4
F,1.51,49.2
F,1.58,47.7
M,1.71,70.0
F,1.64,65.9
F,1.6,50.7
M,1.95,111.6
F,1.64,59.5
M,1.83,86.8
M,1.77,66.9
M,1.78,72.9
M,1.64,65.3
F,1.57,83.8
F,1.58,71.0
