sex,height,weight
M,1.87,76.8
F,1.64,66.5
F,1.92,85.6
F,1.5,70.9
M,1.83,74.7
M,1.29,82.1
F,1.66,75.0
F,1.61,67.2
M,1.46,146.7
F,1.4,75.4
F,1.87,68.4
F,1.28,76.8
M,1.97,68.9
F,1.26,75.8
F,1.59,215.6
M,1.21,94.0
F,1.96,82.8
F,1.26,67.0
M,1.57,190.4
M,1.41,90.9
F,1.66,67.9
M,1.52,75.1
F,1.94,89.3
F,1.72,89.5
M,1.66,71.0
F,1.66,84.4
M,1.27,66.1
F,1.48,81.0
F,1.47,62.3
M,1.58,77.1
M,1.61,68.0
F,1.98,65.7
M,1.48,87.7
F,1.9,47.7
M,1.39,249.4
M,1.97,182.3
F,1.64,80.6
F,1.95,89.6
M,1.62,249.3
M,1.75,75.3
M,1.58,92.0
F,1.99,67.5
M,1.51,68.9
F,1.71,62.5
F,1.55,182.0
M,1.84,72.3
M,1.32,66.6
M,1.38,77.1
F,1.89,85.6
F,1.92,83.4
F,1.84,94.5
M,1.3,249.3
F,1.95,63.8
F,1.59,89.8
M,1.74,81.3
F,1.24,74.5
M,1.27,65.3
M,1.37,60.5
M,1.47,56.9
M,1.38,91.1
M,1.73,61.9
M,1.46,44.2
F,1.37,93.1
M,1.67,84.0
F,1.6,61.2
F,1.53,89.5
F,1.44,88.9
F,1.36,78.5
M,1.74,69.0
M,1.89,67.9
M,1.58,77.9
F,1.74,65.7
F,1.33,128.0
F,1.49,74.2
F,1.68,66.0
M,1.21,192.9
F,1.54,73.5
F,1.95,78.1
F,1.47,68.7
M,1.64,71.6
M,1.33,66.2
M,1.33,70.0
F,1.63,83.1
M,1.89,69.2
F,1.83,65.1
F,1.7,61.2
F,1.76,65.7
M,1.87,69.9
M,1.63,194.6
F,1.77,65.7
F,1.9,75.7
F,1.28,101.9
M,1.75,61.4
M,1.38,87.6
M,1.89,238.7
F,1.56,219.1
M,1.83,73.5
F,1.37,77.6
F,1.48,68.8
M,1.44,59.6
M,1.23,86.0
M,1.51,60.7
F,1.49,100.9
M,1.31,125.5
F,1.56,75.4
F,1.54,86.7
M,1.99,83.1
F,1.72,79.4
M,1.35,60.3
M,1.2,75.5
F,1.54,70.2
F,1.53,74.4
F,1.94,59.1
M,1.47,64.8
F,1.51,73.7
M,1.91,89.6
F,1.86,91.9
F,1.84,79.7
M,1.9,67.8
M,1.85,47.3
F,1.93,73.4
M,1.94,61.6
M,1.43,71.9
F,1.28,81.5
F,1.97,61.7
F,1.56,71.6
M,1.2,65.8
F,1.46,87.1
F,1.44,209.9
F,1.44,91.5
M,1.41,63.1
F,1.99,51.0
F,1.93,76.9
M,1.81,186.6
F,1.63,53.7
M,1.33,70.5
F,1.82,76.1
M,1.39,63.6
F,1.28,88.9
M,1.76,67.3
M,1.86,66.2
F,1.42,66.6
F,1.8,74.8
M,1.22,73.7
F,1.7,71.2
F,1.92,62.0
F,1.58,71.5
F,1.77,72.7
F,1.31,235.5
F,1.86,76.2
F,1.43,64.7
F,1.95,78.8
M,1.46,83.5
F,1.93,207.5
F,1.73,61.3
M,1.92,80.4
M,1.94,72.8
M,1.83,93.0
M,1.5,71.4
M,1.58,66.2
M,1.94,65.8
F,1.68,90.7
F,1.5,187.9
F,1.76,137.9
M,1.26,87.5
F,1.68,78.5
F,1.83,93.9
F,1.81,74.4
M,1.6,87.8
M,1.52,61.3
F,1.22,64.5
M,1.23,65.9
F,1.66,75.2
F,1.32,94.6
M,1.58,93.0
F,1.54,77.9
F,1.32,72.2
M,1.58,59.8
F,1.8,62.1
F,1.89,76.4
M,1.77,65.8
F,1.73,93.4
M,1.56,81.6
M,1.46,68.6
F,1.62,60.9
F,1.3,75.8
F,1.95,80.6
M,1.67,90.9
F,1.28,67.1
F,1.96,80.7
F,1.29,63.2
M,1.51,85.7
M,1.25,91.2
F,1.25,155.6
F,1.73,61.8
M,1.91,69.5
F,1.88,63.5
F,1.72,238.8
F,1.5,71.1
F,1.75,139.3
F,1.91,77.1
F,1.47,93.2
M,1.41,66.4
F,1.96,62.5
F,1.71,76.7
M,1.55,61.9
M,1.28,72.0
F,1.26,71.6
M,1.98,80.9
M,1.37,82.1
F,1.9,84.1
F,1.98,86.9
F,1.59,84.9
F,1.45,82.1
M,1.67,59.9
F,1.78,63.2
F,1.52,61.2
M,1.82,65.6
M,1.62,66.7
F,1.34,66.4
M,1.24,53.5
F,1.99,68.2
F,1.3,84.2
F,1.21,84.6
F,1.95,94.1
M,1.65,90.9
M,1.99,66.0
M,1.6,67.0
M,1.23,65.6
F,1.53,86.3
F,1.97,81.0
M,1.49,88.8
M,1.47,153.0
M,1.37,67.6
F,1.49,89.5
F,1.22,66.5
F,1.36,92.8
F,1.26,76.7
F,1.8,66.3
M,1.4,69.3
M,1.41,211.8
M,1.28,94.2
F,1.94,76.5
F,1.42,93.4
M,1.83,71.5
M,1.66,88.6
F,1.73,83.1
M,1.4,131.6
F,1.43,65.6
M,1.71,79.0
M,1.45,66.4
M,1.36,61.6
F,1.31,68.3
F,1.58,83.7
M,1.79,60.6
F,1.47,123.1
F,1.9,45.0
F,1.23,59.3
F,1.64,48.2
M,1.86,67.1
F,1.46,72.9
F,1.97,69.5
M,1.63,85.9
M,1.55,63.6
F,1.67,61.0
F,1.71,93.1
M,1.54,77.6
M,1.94,68.1
M,1.6,83.5
M,1.56,83.7
F,1.27,59.6
F,1.89,64.3
F,1.62,242.3
M,1.44,61.4
F,1.41,81.2
M,1.85,60.2
M,1.38,74.6
F,1.87,121.8
M,1.47,65.9
F,1.77,81.8
M,1.76,66.0
M,1.31,61.1
F,1.44,66.8
F,1.97,229.0
M,1.29,88.9
M,1.9,67.2
M,1.68,83.7
M,1.77,64.1
F,1.9,60.8
F,1.34,68.0
M,1.78,69.9
M,1.48,87.0
F,1.93,73.2
M,1.66,76.0
F,1.63,85.5
F,1.3,93.6
M,1.52,84.3
M,1.56,78.5
M,1.42,69.6
M,1.68,215.8
M,1.61,85.8
M,1.56,74.2
M,1.21,62.0
M,1.59,66.5
F,1.89,110.0
F,1.48,241.2
M,1.82,59.1
M,1.71,62.6
F,1.25,208.8
F,1.79,74.7
M,1.67,171.2
M,1.55,90.2
M,1.28,93.4
F,1.64,94.0
M,1.92,63.5
M,1.72,58.7
M,1.83,74.9
F,1.33,66.5
F,1.38,77.4
M,1.96,73.3
M,1.37,67.8
M,1.97,85.6
F,1.73,53.4
M,1.9,72.9
M,1.42,61.9
F,1.52,70.1
M,1.6,131.6
M,1.65,70.5
M,1.5,82.6
M,1.79,86.7
F,1.81,61.5
F,1.83,40.1
F,1.31,63.4
M,1.75,66.9
F,1.22,71.7
F,1.33,85.6
F,1.95,210.6
M,1.85,86.1
M,1.86,65.7
F,1.81,81.7
M,1.2,87.3
F,1.9,74.2
F,1.88,94.6
M,1.87,171.9
F,1.95,61.7
M,1.48,85.4
F,1.5,210.0
M,1.63,70.2
F,1.79,79.2
F,1.46,86.2
F,1.28,66.1
F,1.95,89.3
M,1.81,73.9
F,1.99,66.2
F,1.78,86.7
M,1.38,71.9
M,1.33,87.8
M,1.52,61.0
F,1.68,77.8
M,1.9,70.1
F,1.39,81.3
F,1.22,76.3
F,1.86,94.1
F,1.83,72.6
M,1.58,69.5
F,1.99,61.9
M,1.21,73.1
M,1.28,76.2
M,1.71,67.2
M,1.34,71.0
F,1.39,70.4
F,1.47,91.3
F,1.95,77.4
M,1.96,66.6
F,1.91,69.5
M,1.97,89.8
F,1.75,87.2
M,1.99,89.3
M,1.21,218.8
M,1.24,69.4
F,1.92,79.5
M,1.96,155.2
F,1.35,60.7
F,1.7,84.7
F,1.42,72.6
M,1.92,74.3
F,1.73,72.1
M,1.32,79.0
M,1.68,70.7
F,1.97,75.1
F,1.68,80.3
F,1.89,64.3
M,1.34,69.1
M,1.9,71.0
M,1.79,71.6
F,1.44,66.9
M,1.66,244.0
M,1.24,76.9
F,1.92,63.9
M,1.38,60.2
M,1.36,64.7
M,1.79,85.1
M,1.48,85.3
M,1.43,82.5
F,1.6,74.8
M,1.21,72.2
F,1.82,80.3
M,1.85,74.3
F,1.84,73.0
M,1.25,75.5
M,1.29,203.3
F,1.96,68.9
M,1.41,79.9
F,1.2,60.5
M,1.6,79.1
M,1.21,71.5
M,1.84,80.6
M,1.4,93.1
F,1.6,92.5
M,1.41,60.7
M,1.94,66.3
M,1.75,152.1
F,1.73,70.3
M,1.2,89.4
M,1.49,94.9
M,1.59,66.8
F,1.75,81.7
F,1.72,89.0
F,1.86,71.3
F,1.46,68.7
F,1.99,88.0
F,1.47,152.5
M,1.79,67.2
F,1.33,66.2
M,1.5,68.2
F,1.99,70.3
F,1.66,75.5
F,1.67,69.3
M,1.86,81.1
M,1.33,77.6
F,1.48,65.3
M,1.4,82.0
F,1.67,66.5
M,1.51,67.4
M,1.7,72.4
M,1.83,80.8
F,1.3,92.1
F,1.31,73.7
F,1.65,74.8
M,1.96,74.8
M,1.21,77.7
F,1.65,157.4
F,1.85,83.3
F,1.41,70.1
M,1.5,122.4
F,1.72,162.1
M,1.31,89.5
F,1.8,83.9
F,1.49,81.8
M,1.59,87.5
M,1.63,90.7
M,1.5,95.0
M,1.68,89.5
M,1.46,88.8
M,1.62,92.0
M,1.95,73.5
F,1.67,74.4
M,1.57,84.8
F,1.72,72.5
M,1.75,78.8
M,1.9,85.1
M,1.67,76.6
M,1.62,75.1
F,1.49,64.5
F,1.51,66.9
M,1.44,82.8
F,1.39,63.8
M,1.64,90.2
M,1.52,72.8
F,1.21,165.9
F,1.63,70.5
F,1.87,78.6
M,1.79,76.2
F,1.65,66.7
F,1.9,53.3
F,1.93,64.8
F,1.99,66.4
F,1.84,67.8
M,1.73,76.7
F,1.85,90.9
M,1.39,64.8
M,1.52,144.1
F,1.49,164.4
F,1.41,62.7
F,2.0,61.1
M,1.97,68.8
F,1.59,82.3
M,1.34,70.9
F,1.28,67.0
M,1.77,82.0
M,1.31,65.9
F,1.3,60.0
M,1.86,90.1
M,1.82,71.8
F,1.92,64.2
M,1.39,93.5
M,1.2,67.5
M,1.84,90.3
M,1.35,60.8
M,1.8,88.7
F,1.59,70.0
F,1.41,67.3
F,1.47,76.8
F,1.5,66.1
F,1.77,77.7
F,1.82,67.2
M,1.97,79.5
M,1.43,93.7
F,1.9,94.0
F,1.48,81.7
F,1.36,68.6
F,1.9,165.1
M,1.71,64.8
M,1.67,249.7
M,1.92,66.7
F,1.58,78.5
F,1.33,68.9
M,1.67,85.3
M,1.84,70.3
F,1.81,64.7
M,1.82,67.2
M,1.31,67.2
F,1.35,81.2
F,1.45,81.3
M,1.2,62.8
F,1.95,69.5
F,1.36,83.7
F,1.27,92.4
M,1.46,67.3
M,1.49,88.9
F,1.36,70.8
F,1.4,74.8
M,1.22,240.8
F,1.65,76.7
M,1.93,59.2
F,1.72,197.2
M,1.24,61.1
F,1.4,74.0
M,1.77,59.7
M,1.62,76.4
F,1.31,78.8
M,1.67,81.3
F,1.6,92.1
M,1.25,93.4
F,1.92,142.2
M,1.37,61.2
M,1.67,220.5
F,1.62,176.4
F,1.81,68.0
F,1.44,89.8
M,1.81,85.0
F,1.39,61.4
M,1.31,59.2
M,1.27,88.2
F,1.35,74.6
M,1.57,199.6
F,1.97,73.1
M,1.64,87.9
M,1.98,82.5
M,1.36,65.3
M,1.26,78.9
F,1.74,83.1
F,1.28,88.5
M,1.36,70.4
F,1.4,73.2
M,1.22,40.3
M,1.66,89.6
M,1.95,63.3
F,1.81,66.1
M,1.43,231.4
F,1.33,163.7
F,1.24,73.3
M,1.88,70.1
F,1.57,73.3
M,1.83,81.9
M,1.35,117.3
M,1.9,74.9
M,1.67,71.2
F,1.31,70.6
M,1.87,227.4
M,1.6,66.6
F,1.72,62.8
M,1.48,212.9
F,1.47,44.6
F,1.61,79.2
M,1.63,83.5
M,1.62,64.2
M,1.74,243.8
F,1.82,73.4
F,1.3,74.2
M,1.25,241.3
F,1.87,86.1
M,1.22,182.4
F,1.59,67.6
M,1.99,73.4
F,1.23,87.0
F,1.74,66.7
M,1.58,88.6
M,1.8,69.8
M,1.4,59.3
M,1.6,87.4
F,1.25,77.2
M,1.9,90.9
F,1.21,90.6
F,1.89,137.2
F,1.55,76.9
F,1.77,130.2
M,1.87,62.1
F,1.79,68.3
M,1.74,64.4
M,1.45,60.8
M,1.87,71.4
M,1.86,87.4
M,1.98,73.1
M,1.23,78.7
M,1.66,86.5
M,1.51,84.9
M,1.73,64.1
M,1.41,69.7
F,1.85,68.6
F,1.98,66.0
F,1.53,61.9
M,1.36,63.5
F,1.33,77.9
F,1.6,82.4
M,1.28,42.0
M,1.8,93.6
F,1.78,63.8
M,1.52,76.4
M,1.8,69.2
F,1.81,91.3
M,1.42,74.7
M,1.77,68.2
M,1.9,75.9
M,1.94,64.2
M,1.56,66.4
M,1.47,60.4
F,1.66,56.4
M,1.88,60.8
M,1.29,100.5
M,1.68,64.3
F,1.72,65.3
M,1.48,69.3
F,1.37,89.9
F,1.37,60.4
M,1.49,85.0
M,1.23,65.8
F,1.74,116.6
F,1.71,63.8
M,1.25,65.3
M,1.35,62.7
F,1.71,92.4
F,1.61,78.7
M,1.7,69.9
F,1.36,75.0
F,1.25,67.8
F,1.66,66.2
F,1.32,82.0
M,1.46,154.3
M,1.93,76.5
M,1.79,61.2
F,1.48,68.4
M,1.67,67.7
F,1.36,72.2
F,1.48,88.4
M,1.83,84.1
M,1.75,128.1
M,1.6,87.1
M,2.0,62.6
F,1.76,70.4
F,1.83,86.8
F,1.3,77.9
M,1.87,76.1
F,1.9,66.2
F,1.76,74.7
F,1.71,74.2
M,1.23,81.9
F,1.59,78.2
M,1.79,65.2
M,1.33,75.6
M,1.61,75.4
F,1.39,185.5
F,2.0,93.6
F,1.21,73.2
F,1.25,70.0
M,1.98,78.8
M,1.59,70.2
F,1.62,67.8
F,1.33,132.1
F,1.72,227.0
M,1.83,62.8
M,1.48,71.7
M,1.89,40.4
M,1.56,89.4
M,1.28,213.5
F,1.52,62.1
F,1.59,46.6
M,1.5,61.4
F,1.61,82.7
M,1.42,74.4
F,1.88,85.6
F,1.67,61.3
M,1.22,65.3
F,1.25,68.3
F,1.37,62.4
F,1.6,95.0
M,1.6,71.6
M,1.77,219.5
F,1.97,72.4
M,1.26,203.1
F,1.6,63.2
M,1.97,85.6
F,1.94,67.8
F,1.72,73.7
M,1.96,63.0
F,1.34,91.7
F,1.83,91.7
F,1.53,83.6
M,1.24,199.1
M,1.78,93.6
M,1.82,237.6
M,1.65,122.8
F,1.49,63.3
F,1.63,66.2
M,1.39,72.4
M,1.78,86.3
M,1.86,71.3
M,1.91,72.4
M,1.69,89.3
M,1.59,187.3
F,1.72,64.4
M,1.22,61.1
F,1.68,88.4
F,1.55,82.3
F,1.56,80.8
M,1.25,72.4
M,1.58,65.1
M,1.6,60.1
F,1.25,97.7
F,1.52,46.8
F,1.24,93.9
M,1.76,93.3
M,1.88,90.8
M,1.95,75.7
M,1.26,70.6
F,1.74,93.3
M,1.95,82.0
F,1.89,91.3
M,1.88,78.3
F,1.5,62.1
M,1.3,68.4
M,1.5,65.4
F,1.31,67.2
F,1.33,76.6
F,1.4,173.6
M,2.0,73.8
M,1.67,88.0
M,1.58,67.3
F,1.8,77.8
F,1.87,94.5
M,1.76,68.6
F,1.51,80.8
F,1.68,77.6
F,1.67,59.3
F,1.66,64.0
F,1.44,83.7
F,1.25,70.6
M,1.93,149.0
F,1.89,76.1
M,1.93,41.3
F,1.55,86.9
M,1.97,69.8
F,1.36,77.7
F,1.59,70.1
M,1.51,79.4
M,1.68,80.6
F,1.74,87.7
F,1.79,67.2
M,1.67,77.3
M,1.26,68.4
M,1.25,152.7
F,1.41,61.9
F,1.95,85.6
M,1.32,59.2
M,1.42,83.1
F,1.41,91.2
F,1.75,80.9
F,1.96,75.6
M,1.82,67.1
F,1.73,88.9
F,1.34,92.7
M,1.89,49.1
F,1.83,47.9
M,1.45,80.0
M,1.78,68.0
F,1.42,87.9
F,1.61,92.6
F,1.7,66.9
F,1.78,74.5
M,1.84,66.1
F,1.28,69.0
M,1.62,92.3
F,1.3,61.7
M,1.44,81.8
F,1.55,88.5
F,1.9,90.5
F,1.99,77.1
F,1.88,76.2
M,1.93,83.8
F,1.64,140.2
F,1.87,66.9
F,1.57,70.5
M,1.41,99.7
M,1.32,118.3
M,1.97,72.5
M,1.68,61.7
M,1.3,98.7
M,1.65,78.1
F,1.43,76.1
F,1.34,65.9
F,1.8,61.1
M,1.97,63.5
F,1.66,74.5
M,1.57,202.2
M,1.81,79.9
F,1.94,91.2
F,1.37,83.0
F,1.48,71.2
F,1.76,71.0
M,2.0,70.8
M,1.98,81.1
F,1.34,231.4
M,1.82,75.2
F,1.75,131.8
M,1.69,70.5
F,1.25,68.4
M,1.22,64.2
M,1.79,72.1
