sex,height,weight
M,1.75,71.1
F,1.61,63.5
M,1.8,75.1
F,1.55,69.8
M,1.83,87.1
M,1.6,72.2
F,1.51,44.4
F,1.56,48.0
F,1.72,56.6
M,1.71,82.0
F,1.64,75.4
M,1.79,95.6
F,1.56,68.7
F,1.71,62.4
M,1.86,84.4
F,1.78,87.2
M,1.96,137.5
F,1.57,53.5
F,1.53,54.5
M,1.66,70.0
F,1.68,59.9
F,1.73,56.8
M,1.53,61.7
F,1.6,52.5
F,1.49,50.1
M,1.69,76.0
M,1.67,84.8
F,1.5,78.6
M,1.78,61.6
M,1.71,74.9
F,1.54,68.2
M,1.62,68.8
M,1.72,56.9
F,1.56,58.9
F,1.62,60.3
F,1.61,49.3
M,1.82,91.3
F,1.7,70.2
F,1.57,67.4
F,1.55,51.7
M,1.73,66.9
F,1.53,55.8
F,1.57,66.2
M,1.65,87.7
M,1.68,85.2
F,1.68,68.4
F,1.67,74.6
M,1.8,76.6
M,1.62,77.2
M,1.82,69.5
M,1.64,106.3
M,1.74,101.4
F,1.65,68.6
M,1.77,99.0
F,1.56,87.6
F,1.79,94.1
F,1.64,68.3
F,1.6,63.0
M,1.7,57.9
M,1.6,66.3
F,1.46,49.8
M,1.71,113.5
F,1.55,48.5
M,1.94,72.1
M,1.82,68.8
F,1.62,76.7
F,1.6,70.1
M,1.78,75.6
F,1.63,64.1
F,1.8,64.0
F,1.62,63.9
F,1.48,45.4
M,1.67,64.3
F,1.74,59.1
M,1.79,72.3
M,2.0,89.6
M,1.82,72.4
F,1.57,52.4
F,1.78,121.8
M,1.75,63.6
M,1.89,67.4
M,1.9,85.7
F,1.64,84.6
M,1.51,58.9
F,1.52,56.1
F,1.73,85.5
F,1.73,91.0
M,1.6,59.8
F,1.69,48.4
M,1.63,43.4
F,1.4,47.4
M,1.68,74.2
M,1.9,92.1
M,1.63,58.8
F,1.6,52.1
F,1.62,49.7
F,1.48,70.3
M,1.7,63.9
F,1.73,80.7
F,1.47,47.1
M,1.86,98.9
M,1.76,87.1
F,1.73,79.6
M,1.93,91.9
M,1.82,96.6
F,1.86,85.4
M,1.76,74.5
F,1.66,82.3
M,1.7,55.3
M,1.75,84.4
F,1.52,41.8
M,1.67,50.2
M,1.6,55.1
M,1.73,60.3
M,1.86,73.6
M,1.71,54.5
F,1.66,63.7
F,1.64,57.1
M,1.66,100.3
F,1.55,56.8
F,1.76,65.0
M,1.77,72.8
M,1.67,62.6
F,1.66,65.0
M,1.65,64.6
M,1.76,96.1
M,1.75,65.5
F,1.65,76.2
F,1.57,58.7
M,1.78,66.1
M,1.68,103.4
F,1.75,110.2
F,1.58,47.1
F,1.67,54.3
F,1.66,52.1
F,1.76,74.8
M,1.87,69.1
M,1.7,77.3
F,1.72,76.3
M,1.75,73.7
F,1.58,66.3
M,1.8,62.6
F,1.73,79.6
F,1.72,75.8
F,1.55,66.9
M,1.79,70.6
M,1.7,59.0
M,1.66,73.8
M,1.92,133.9
M,1.78,86.3
F,1.73,71.7
F,1.75,51.8
F,1.72,86.1
F,1.52,52.9
M,1.85,73.7
M,1.72,61.4
F,1.65,62.5
F,1.77,106.2
M,1.67,71.1
M,1.81,72.6
M,1.76,70.0
M,1.67,79.7
M,1.65,66.2
F,1.71,82.7
F,1.61,58.5
F,1.61,59.8
F,1.63,92.2
F,1.45,65.0
M,1.9,83.8
F,1.63,75.9
M,1.72,63.6
F,1.51,49.5
F,1.59,57.8
M,1.84,86.3
F,1.51,38.0
M,1.73,94.7
M,1.66,69.9
M,1.81,83.0
M,1.58,65.5
F,1.77,66.0
M,1.79,53.1
F,1.75,86.2
F,1.56,60.0
M,1.56,63.5
M,1.83,66.1
M,1.8,63.6
F,1.64,63.7
F,1.75,55.1
F,1.58,47.4
F,1.61,79.0
F,1.56,84.7
M,1.67,71.1
M,1.55,48.6
F,1.53,68.2
F,1.72,82.9
M,1.93,79.3
M,1.64,70.4
F,1.53,62.0
M,1.67,69.2
F,1.6,50.5
M,1.86,99.9
M,1.65,74.0
F,1.79,95.0
M,1.75,74.1
F,1.73,64.3
F,1.73,64.7
M,1.85,135.0
M,1.86,92.9
F,1.62,72.4
M,1.77,66.4
F,1.56,56.9
M,1.81,88.5
F,1.67,76.6
M,1.81,75.3
M,1.81,91.3
M,1.82,56.2
M,1.73,104.5
F,1.74,65.1
M,1.69,79.1
M,1.87,65.5
M,1.76,51.5
M,1.93,83.5
F,1.58,58.1
F,1.63,102.1
F,1.58,53.1
M,1.79,77.3
F,1.62,70.8
F,1.73,56.7
M,1.7,68.7
F,1.6,80.2
M,1.74,84.7
M,1.78,82.0
F,1.53,53.9
M,1.72,109.6
M,1.88,72.3
M,1.69,72.7
M,1.84,76.8
M,1.81,74.2
M,1.73,56.8
F,1.73,79.0
M,1.77,76.7
F,1.63,72.9
F,1.59,61.9
M,1.7,60.4
M,1.72,62.6
M,1.8,80.3
F,1.71,73.2
M,1.65,67.3
M,1.79,91.2
F,1.57,72.3
F,1.65,107.6
M,1.71,81.0
M,1.65,75.5
M,1.6,88.2
M,1.67,77.5
F,1.55,66.8
M,1.88,83.4
M,1.78,82.7
F,1.63,71.6
M,1.64,67.0
M,1.65,73.3
F,1.63,62.0
F,1.41,53.6
F,1.65,80.2
F,1.71,73.5
M,1.7,59.8
F,1.65,71.0
F,1.49,58.1
F,1.84,80.4
M,1.63,49.2
F,1.49,52.1
F,1.66,81.6
F,1.58,48.5
M,1.7,85.0
F,1.75,80.4
M,1.73,81.2
M,1.69,69.4
M,1.95,88.7
F,1.67,62.8
M,1.87,83.5
F,1.76,75.0
M,1.72,58.0
M,1.81,80.9
M,1.67,74.0
M,1.7,71.3
F,1.65,65.6
F,1.6,53.0
M,1.82,93.6
F,1.47,43.4
M,1.68,72.0
F,1.44,53.2
F,1.52,77.6
F,1.69,82.5
M,1.88,91.8
F,1.51,52.8
M,1.83,72.0
M,1.68,72.9
M,1.76,85.2
F,1.53,47.0
F,1.54,66.1
F,1.68,87.6
F,1.58,51.2
F,1.5,61.2
M,1.89,75.4
F,1.65,71.4
F,1.63,55.5
F,1.52,65.9
M,1.87,123.0
F,1.45,41.8
F,1.72,92.4
M,1.73,117.3
F,1.67,58.3
M,1.8,90.1
F,1.65,76.1
F,1.62,78.1
M,1.91,145.2
F,1.6,63.5
M,1.59,82.8
M,1.88,83.9
M,1.7,64.4
F,1.59,68.3
M,1.76,65.9
F,1.57,65.6
M,1.78,66.4
M,1.8,68.1
M,1.78,91.9
M,1.85,99.7
M,1.75,59.1
M,1.98,112.9
F,1.67,80.2
M,1.62,71.2
M,1.79,89.3
M,1.87,100.4
F,1.6,55.1
M,1.85,115.2
M,1.89,81.5
M,1.56,53.9
F,1.47,59.0
F,1.69,46.2
F,1.89,83.1
M,1.75,61.7
F,1.55,47.1
F,1.71,54.3
F,1.68,51.6
M,1.82,78.5
F,1.49,52.7
F,1.54,57.8
F,1.5,59.7
F,1.75,85.8
F,1.76,107.9
F,1.69,78.0
M,1.71,82.6
M,1.85,76.7
F,1.61,58.3
F,1.73,80.1
M,1.71,63.8
F,1.72,115.3
M,1.7,54.7
F,1.6,70.1
F,1.63,71.8
M,1.75,62.8
F,1.56,64.2
M,1.76,87.4
M,1.78,73.4
M,1.86,65.5
F,1.58,46.9
F,1.69,63.3
F,1.68,78.7
M,1.77,74.0
M,1.75,84.6
F,1.62,64.7
F,1.72,84.9
F,1.77,80.4
M,1.94,127.0
M,1.69,81.6
M,1.66,56.6
M,1.76,123.5
F,1.45,43.6
M,1.81,73.1
F,1.53,61.6
M,1.8,89.0
M,1.81,75.3
M,1.9,86.7
F,1.68,54.4
M,1.41,38.6
M,1.78,71.4
F,1.57,67.5
F,1.73,59.1
M,1.54,52.3
M,1.81,72.6
M,1.77,91.1
M,1.75,90.6
F,1.78,66.0
M,1.64,63.4
M,1.81,65.1
F,1.63,44.8
F,1.65,64.6
F,1.85,85.2
F,1.4,57.5
F,1.72,77.2
F,1.64,74.1
F,1.72,69.8
F,1.64,72.0
F,1.78,91.1
F,1.74,64.3
F,1.67,55.9
F,1.46,46.8
M,1.67,72.2
F,1.79,70.6
M,1.59,67.6
M,1.7,74.4
F,1.73,86.0
M,1.94,71.6
M,1.88,82.0
F,1.79,95.0
F,1.51,46.4
F,1.58,59.7
M,1.65,71.1
M,1.85,68.8
M,1.68,57.2
M,1.5,63.6
M,1.86,90.5
M,1.92,104.3
F,1.58,48.5
M,1.85,128.9
F,1.64,71.7
M,1.65,75.7
F,1.69,81.2
F,1.52,65.0
M,1.79,59.5
F,1.62,100.1
M,1.82,88.0
F,1.64,74.1
F,1.55,62.3
F,1.56,71.3
F,1.82,66.4
M,1.83,74.4
F,1.7,88.4
F,1.63,72.4
F,1.69,58.8
M,1.66,62.3
F,1.63,81.3
M,1.7,85.6
M,1.83,86.4
F,1.54,63.6
M,1.75,89.1
M,1.86,81.9
F,1.68,59.7
F,1.68,80.5
M,1.71,76.1
F,1.7,102.6
F,1.63,84.0
M,1.5,48.2
F,1.71,71.2
M,1.65,64.1
F,1.83,121.3
M,1.8,56.8
F,1.5,45.0
M,1.57,51.3
F,1.56,45.3
F,1.67,70.6
F,1.77,90.3
M,1.82,101.4
F,1.55,50.4
F,1.64,72.8
F,1.66,81.3
F,1.68,61.5
M,1.83,68.2
M,1.85,95.9
F,1.7,70.8
F,1.62,73.0
M,1.72,97.3
F,1.67,67.3
F,1.54,61.9
F,1.41,44.3
M,1.81,105.9
F,1.47,47.2
M,1.76,67.4
F,1.46,78.9
M,1.72,58.0
M,1.8,63.7
M,1.82,87.0
F,1.74,119.3
M,1.85,99.1
M,1.77,78.5
F,1.66,66.1
F,1.67,67.3
M,1.52,44.3
F,1.61,52.2
M,1.66,74.1
M,1.77,77.0
F,1.72,72.3
F,1.81,97.4
F,1.56,49.3
F,1.61,101.6
M,1.84,93.1
M,1.82,75.6
F,1.77,85.7
F,1.73,80.0
F,1.45,77.3
F,1.57,43.9
F,1.63,68.2
F,1.65,68.3
M,1.85,118.9
M,1.79,70.5
F,1.53,52.0
M,1.8,73.4
F,1.83,77.5
F,1.69,78.0
F,1.54,56.3
M,1.63,58.7
F,1.62,71.4
F,1.44,42.9
F,1.71,68.9
F,1.45,77.5
F,1.58,70.8
F,1.67,57.7
F,1.64,71.0
M,1.99,115.4
M,1.68,55.0
F,1.66,76.7
M,1.79,72.9
M,1.81,78.0
M,1.66,57.5
M,1.77,79.9
F,1.7,92.8
F,1.69,55.4
F,1.79,75.1
M,1.75,111.4
F,1.77,80.0
F,1.47,59.3
F,1.79,65.6
M,1.93,70.2
F,1.71,64.6
F,1.71,66.6
F,1.57,58.0
M,1.77,85.2
M,1.78,62.1
M,1.63,50.8
M,1.73,85.6
M,1.75,72.5
M,1.69,69.7
M,1.72,99.9
F,1.49,75.7
F,1.65,54.1
M,1.71,58.2
M,1.74,82.4
M,2.02,135.7
F,1.37,62.5
M,1.73,90.7
M,1.78,68.7
F,1.67,69.4
F,1.63,70.1
F,1.71,59.4
M,1.63,66.0
M,1.74,100.9
M,1.9,103.9
M,1.87,88.9
F,1.81,62.6
F,1.47,60.5
M,1.67,65.0
M,1.75,86.8
M,1.77,67.2
M,1.68,99.7
F,1.76,92.4
F,1.76,58.1
M,1.73,55.5
M,1.7,67.1
M,1.67,74.4
M,1.81,64.3
M,1.77,72.0
M,1.64,60.3
M,1.7,84.2
M,2.0,87.9
M,1.79,85.5
M,1.69,67.8
F,1.65,98.1
M,1.75,90.4
M,1.78,81.7
M,1.82,77.8
M,1.72,88.3
F,1.58,48.0
F,1.67,107.0
M,1.66,78.8
M,1.77,67.4
F,1.66,66.1
F,1.5,62.7
F,1.61,69.9
F,1.63,44.7
M,1.94,93.3
F,1.61,57.8
M,1.57,52.9
F,1.57,67.3
M,1.71,82.9
M,1.79,82.5
M,1.55,60.4
M,1.83,91.8
M,1.82,131.3
F,1.46,45.8
M,1.94,83.1
F,1.54,54.0
F,1.55,50.2
F,1.65,57.3
M,1.69,53.2
M,1.77,70.8
F,1.64,44.4
M,1.79,92.9
F,1.65,55.0
M,1.94,81.4
M,1.88,112.4
F,1.4,47.7
M,1.58,54.0
F,1.73,57.0
F,1.73,56.3
F,1.71,62.8
F,1.57,64.4
M,1.59,53.3
M,1.81,85.4
F,1.69,77.3
M,1.71,63.9
F,1.53,77.0
F,1.55,62.4
F,1.66,74.2
F,1.47,69.6
M,1.63,70.5
F,1.44,51.1
M,1.74,95.4
M,1.85,76.0
M,1.75,80.4
M,1.79,87.4
M,1.61,50.8
F,1.72,75.9
F,1.72,65.0
M,1.75,62.6
M,1.7,69.5
M,1.71,49.9
F,1.72,57.5
F,1.66,57.6
F,1.69,62.9
F,1.54,59.6
M,1.94,99.1
M,1.48,48.7
M,1.76,69.4
F,1.55,66.0
M,1.61,68.6
M,1.66,93.3
F,1.75,71.0
F,1.64,61.7
M,1.81,83.9
F,1.68,83.3
F,1.62,68.1
M,1.68,83.2
M,1.66,79.9
M,1.81,74.5
M,1.75,79.9
M,1.61,97.4
M,1.57,74.3
F,1.63,50.0
F,1.65,51.7
M,1.76,88.4
F,1.57,55.0
F,1.79,70.9
M,1.77,66.6
M,1.68,53.3
F,1.49,63.2
F,1.61,63.4
F,1.56,53.6
M,1.7,77.9
F,1.7,67.5
M,1.81,70.1
M,1.92,80.5
M,1.69,76.4
F,1.61,86.2
M,1.87,93.8
M,1.71,60.2
M,1.7,70.0
M,1.68,83.2
M,1.63,59.3
M,1.53,62.6
M,1.76,96.2
M,1.84,115.4
F,1.69,65.5
F,1.68,54.0
F,1.65,80.5
M,1.92,72.6
F,1.85,70.2
F,1.8,81.7
F,1.5,65.8
F,1.61,57.6
F,1.67,100.1
M,1.82,93.2
M,1.8,92.2
M,1.66,71.7
M,1.82,58.1
F,1.75,85.9
M,1.81,96.3
F,1.7,71.6
F,1.56,60.5
M,1.83,68.7
M,1.9,129.6
M,1.89,92.6
F,1.45,50.7
F,1.55,65.8
M,1.8,63.5
M,1.53,71.8
M,1.68,101.2
M,1.57,91.7
M,1.64,62.1
M,1.5,46.7
M,1.64,71.4
F,1.67,75.0
M,1.71,73.3
M,1.72,64.1
F,1.51,56.2
F,1.66,64.9
F,1.6,59.0
F,1.69,73.5
F,1.79,67.8
M,1.83,96.0
F,1.56,48.8
M,1.8,69.9
F,1.41,38.2
F,1.61,69.1
M,1.78,85.1
M,1.86,119.9
M,1.83,99.4
F,1.51,62.7
M,1.81,84.2
F,1.77,67.0
M,1.73,67.7
F,1.69,78.1
F,1.84,76.3
M,1.68,56.2
M,1.81,83.4
F,1.67,60.3
F,1.7,85.7
F,1.67,80.3
M,1.85,81.9
F,1.63,72.3
F,1.78,62.2
F,1.75,65.7
F,1.62,73.6
F,1.75,109.6
M,1.67,60.2
M,1.69,83.8
M,1.71,114.2
F,1.77,79.2
M,1.79,88.1
M,1.8,87.9
F,1.71,116.9
M,1.83,70.3
F,1.69,100.9
F,1.56,49.4
M,1.83,79.7
F,1.58,55.2
M,1.83,75.9
F,1.6,60.2
F,1.77,77.1
M,1.8,83.6
F,1.65,56.6
M,1.6,56.2
F,1.62,60.0
F,1.77,124.8
M,1.75,86.0
M,1.77,92.8
F,1.67,95.6
F,1.54,44.3
F,1.74,75.3
M,1.64,63.5
F,1.59,68.1
F,1.48,49.1
F,1.54,55.6
M,1.74,87.9
F,1.63,60.1
M,1.73,60.3
F,1.77,79.9
M,1.81,71.7
M,1.88,72.2
F,1.43,67.2
M,1.72,94.2
F,1.61,48.7
M,1.8,63.3
M,1.85,75.9
F,1.6,67.2
M,1.79,88.0
M,1.69,64.8
F,1.79,86.5
F,1.71,108.6
M,1.81,89.8
M,1.86,96.5
F,1.46,34.8
M,1.88,94.5
M,1.81,92.6
M,1.8,65.5
F,1.62,78.0
F,1.56,62.2
F,1.57,45.8
F,1.68,85.6
M,1.49,77.0
F,1.6,42.6
M,1.71,82.6
M,1.8,121.8
M,1.97,83.5
F,1.78,73.8
M,1.63,63.2
M,1.79,67.7
M,1.9,89.6
F,1.7,53.9
F,1.55,45.4
M,1.91,80.1
F,1.78,118.5
F,1.55,47.8
M,1.72,59.3
F,1.56,52.6
M,1.63,54.6
M,1.8,60.2
M,1.57,46.8
F,1.63,50.5
M,1.91,86.4
F,1.78,77.3
F,1.65,50.8
F,1.54,68.5
F,1.64,67.4
M,1.87,132.4
M,1.84,82.7
F,1.59,83.3
M,1.94,77.3
M,1.87,85.5
F,1.63,103.8
F,1.57,72.2
M,1.55,38.5
F,1.66,64.9
F,1.82,94.9
M,1.79,84.6
F,1.55,86.5
F,1.64,51.1
F,1.69,59.4
F,1.55,61.5
F,1.61,63.7
F,1.74,62.3
M,1.62,55.2
F,1.61,87.8
M,1.68,64.4
M,1.74,62.4
F,1.83,66.6
F,1.6,61.0
M,1.84,86.4
M,1.5,64.8
M,1.75,88.3
F,1.61,84.6
F,1.62,94.2
F,1.79,95.3
M,1.79,93.3
M,1.77,117.7
F,1.61,52.3
M,1.76,79.7
F,1.57,54.1
M,1.72,83.7
F,1.65,80.2
M,1.7,66.4
F,1.54,70.2
F,1.71,109.1
F,1.75,59.0
M,1.77,59.5
F,1.38,38.3
M,1.87,72.5
F,1.54,57.9
F,1.74,74.2
F,1.52,61.7
M,1.78,80.6
M,1.87,90.3
F,1.69,61.5
M,1.69,45.7
M,1.86,112.4
M,1.82,129.2
M,1.81,93.6
M,1.89,102.6
M,1.91,119.9
F,1.73,69.2
M,1.73,107.4
M,1.83,95.4
F,1.86,93.1
F,1.51,54.6
M,1.7,112.6
F,1.64,101.2
M,1.82,97.6
F,1.79,113.8
M,1.91,67.7
M,1.96,129.1
M,1.96,91.9
F,1.38,35.5
F,1.56,50.1
M,1.92,92.2
M,1.9,111.9
F,1.64,79.8
F,1.43,80.8
M,1.78,93.1
M,1.9,127.6
F,1.66,103.3
F,1.57,58.9
F,1.74,75.2
M,1.82,61.8
F,1.67,67.4
F,1.36,39.2
M,1.72,70.4
F,1.52,64.9
F,1.66,79.8
M,1.65,62.5
M,1.78,67.8
F,1.65,62.6
M,1.66,60.6
M,1.87,70.7
F,1.47,58.3
M,1.68,65.1
M,1.81,95.3
M,1.94,111.9
M,1.82,63.6
F,1.51,67.7
M,1.7,70.6
M,1.77,77.3
F,1.71,86.4
M,1.7,62.7
F,1.54,55.8
F,1.6,54.7
F,1.49,60.2
F,1.65,66.8
F,1.55,46.4
M,1.69,84.9
F,1.56,64.8
M,1.87,98.6
M,1.54,70.5
F,1.75,83.8
F,1.68,68.6
F,1.44,47.3
F,1.6,61.8
F,1.53,46.0
F,1.75,117.6
M,1.66,64.0
F,1.62,64.4
M,1.74,91.2
M,1.75,61.6
M,1.79,78.7
F,1.68,65.7
M,1.71,58.4
F,1.34,46.8
M,1.78,93.7
F,1.75,76.7
F,1.52,80.1
F,1.51,50.4
M,1.7,84.2
F,1.81,99.6
F,1.67,66.8
M,1.7,72.3
F,1.64,56.8
M,1.79,74.9
M,1.82,76.1
F,1.66,61.2
M,1.76,72.5
M,1.58,47.5
M,1.83,64.2
F,1.51,65.0
M,1.74,94.2
F,1.74,72.1
M,1.97,106.3
M,1.88,99.9
M,1.69,61.0
F,1.75,77.5
M,1.65,52.9
M,1.8,103.1
F,1.68,94.8
M,1.64,58.7
M,1.81,92.3
F,1.76,68.6
F,1.7,56.3
F,1.59,60.6
M,1.6,76.0
F,1.68,74.4
F,1.6,51.0
M,1.95,76.7
F,1.67,61.2
M,1.74,83.5
M,1.85,71.4
M,1.55,46.7
F,1.77,67.2
F,1.57,76.2
M,1.76,122.5
F,1.76,93.3
M,1.59,54.1
M,1.8,103.1
F,1.7,59.3
M,1.81,96.6
M,1.83,87.0
M,1.91,84.4
M,1.62,77.8
M,1.93,72.8
M,1.74,62.0
F,1.64,102.2
M,1.73,79.5
F,1.58,71.7
F,1.65,74.6
F,1.6,58.8
F,1.63,54.1
M,1.71,80.2
F,1.54,89.0
M,1.83,65.9
M,1.82,70.2
M,1.72,52.5
M,1.79,86.6
F,1.76,81.8
F,1.64,61.2
F,1.61,52.5
M,1.83,74.5
M,1.87,120.2
M,1.77,89.7
F,1.55,51.7
F,1.67,53.4
M,1.69,104.6
F,1.58,54.1
F,1.54,76.0
M,1.76,63.7
M,1.72,70.0
M,1.82,74.8
M,1.85,57.4
M,1.76,76.9
F,1.63,49.0
M,1.93,74.2
M,1.8,91.9
M,1.79,85.4
M,1.73,74.8
F,1.48,49.7
F,1.62,67.7
M,1.63,50.9
F,1.62,55.9
F,1.73,64.5
F,1.78,77.7
M,1.78,60.1
F,1.71,87.3
F,1.82,71.5
F,1.69,58.1
M,1.72,71.3
M,1.84,85.2
M,1.79,88.1
F,1.47,57.3
F,1.55,52.0
M,1.67,60.7
M,1.71,68.3
M,1.72,57.1
F,1.56,53.2
F,1.64,70.6
F,1.59,42.5
F,1.49,87.9
F,1.41,65.7
F,1.52,47.0
M,1.87,67.4
F,1.57,48.8
F,1.58,54.1
M,1.59,51.5
F,1.81,67.9
F,1.64,59.3
F,1.59,62.2
M,1.71,65.7
F,1.66,75.5
M,1.7,78.4
M,1.53,52.2
F,1.73,59.3
F,1.51,61.6
F,1.54,78.1
F,1.76,120.5
M,1.69,97.9
M,1.98,80.9
M,1.78,98.2
M,1.76,90.6
M,1.74,86.9
M,1.82,76.0
F,1.61,89.5
M,1.64,56.1
F,1.72,68.9
M,1.77,77.6
F,1.69,61.4
F,1.57,49.1
F,1.65,70.7
M,1.72,82.8
M,1.64,65.6
F,1.69,54.9
F,1.72,69.4
M,1.69,101.0
F,1.53,52.3
M,1.94,107.4
M,1.84,85.8
M,1.92,78.1
M,1.87,84.1
F,1.63,57.3
M,1.72,62.3
M,1.77,69.0
M,1.88,82.3
F,1.71,65.8
M,1.8,64.0
M,1.84,80.6
M,1.77,60.3
M,1.98,142.0
F,1.74,76.8
F,1.64,96.6
M,1.62,66.7
F,1.64,80.3
F,1.62,64.4
F,1.54,55.4
M,1.75,82.8
F,1.75,66.8
F,1.79,74.0
M,1.53,44.7
F,1.52,61.2
F,1.64,78.4
F,1.71,67.9
M,1.75,62.9
M,1.85,66.6
M,1.82,68.5
F,1.57,82.3
F,1.64,53.2
F,1.72,66.6
F,1.57,50.3
M,1.79,65.8
F,1.59,60.7
M,1.73,59.6
F,1.55,43.2
M,1.73,55.8
F,1.67,72.3
F,1.68,72.9
F,1.58,57.0
M,1.78,79.7
F,1.62,44.7
F,1.77,50.5
F,1.71,72.2
F,1.49,55.1
M,1.71,54.7
M,1.86,92.9
M,1.8,121.9
F,1.65,89.4
M,1.84,87.9
M,1.85,81.4
F,1.71,60.4
M,1.83,92.1
M,1.78,107.9
M,1.87,58.5
F,1.63,60.8
F,1.74,59.4
F,1.5,47.9
M,1.5,43.5
M,1.89,72.3
M,1.8,60.0
F,1.71,70.3
M,1.58,60.1
M,1.7,65.9
F,1.63,100.8
M,1.74,63.8
F,1.66,76.0
F,1.63,58.6
F,1.54,70.4
F,1.4,52.5
F,1.71,67.9
F,1.81,74.7
M,1.72,57.1
M,1.76,83.3
M,1.85,79.2
F,1.38,55.7
M,1.83,105.0
F,1.64,44.5
M,1.68,65.9
M,1.78,73.3
M,1.61,50.6
F,1.79,82.4
F,1.48,58.2
F,1.72,66.6
F,1.79,77.2
F,1.57,55.8
M,1.75,69.1
M,1.61,53.6
F,1.62,56.5
M,1.61,48.3
M,1.59,52.0
M,1.7,85.4
M,1.86,76.1
F,1.66,64.1
M,1.71,83.2
M,1.7,54.6
F,1.69,47.4
F,1.6,53.9
