sex,height,weight
M,1.45,66.9
M,1.45,90.2
M,1.25,65.6
F,1.68,63.1
M,1.61,67.6
M,1.62,61.8
M,1.59,87.5
F,1.78,74.0
M,1.64,77.0
M,1.66,69.4
F,1.9,64.0
F,1.64,68.1
F,1.34,62.3
F,1.9,62.9
M,1.71,84.1
M,1.5,73.9
F,1.98,74.6
M,1.77,55.5
M,1.61,121.8
F,1.69,70.6
F,1.31,63.9
M,1.97,79.1
M,1.75,111.3
M,1.26,75.6
M,1.69,60.8
F,1.48,87.2
M,1.92,92.1
M,1.53,74.8
M,1.55,92.4
M,1.72,78.3
F,1.38,74.4
M,1.41,83.1
M,1.59,92.3
M,1.47,66.0
M,1.79,74.9
M,1.24,63.8
M,1.43,91.1
F,1.85,60.7
F,1.58,67.9
M,1.67,84.1
F,1.2,66.7
M,1.63,84.5
F,1.86,70.8
M,1.86,110.2
M,1.75,82.0
M,1.47,62.8
F,1.81,62.0
F,1.65,67.0
M,1.75,81.0
F,1.68,81.8
M,1.67,89.7
F,1.8,89.2
M,1.46,66.7
M,1.46,72.6
M,1.75,77.3
M,1.34,82.4
M,1.33,61.9
F,1.62,70.0
M,1.5,78.5
F,1.92,74.9
M,1.91,71.6
M,1.33,93.1
F,1.81,73.9
M,1.79,72.7
F,1.32,64.4
M,1.87,59.4
F,1.61,67.0
F,1.56,69.6
F,1.75,91.8
M,1.46,89.0
F,1.67,95.0
F,1.26,79.8
F,1.71,73.5
M,1.27,65.5
F,1.33,74.2
F,1.42,92.3
F,1.52,92.2
M,1.84,86.5
F,1.31,71.2
F,1.38,85.0
M,1.49,69.9
F,1.47,65.6
M,1.99,73.5
F,1.45,83.5
M,1.65,61.3
F,1.53,111.4
M,1.98,62.5
F,1.78,59.5
F,1.47,69.5
M,1.42,65.3
M,1.95,112.6
F,1.46,59.0
F,1.51,61.3
M,1.69,65.4
F,1.83,84.0
F,1.48,69.9
F,1.34,82.6
M,1.84,143.3
M,1.25,64.9
M,1.89,92.8
F,1.53,76.3
M,1.63,96.4
F,1.93,72.0
M,1.84,75.5
M,1.49,73.6
M,1.33,69.4
M,1.98,124.5
F,1.51,89.5
M,1.96,75.2
M,1.4,112.0
M,1.45,83.9
M,1.92,60.5
F,1.9,69.5
F,1.83,94.7
F,1.2,65.0
F,1.46,88.9
M,1.44,71.4
M,1.24,79.8
M,1.73,86.7
M,1.28,78.8
F,1.2,88.4
F,1.75,67.4
F,1.33,75.9
M,1.86,73.4
F,1.77,135.2
M,1.7,110.3
M,1.44,71.7
F,1.26,81.2
F,1.53,69.8
F,1.44,63.4
F,1.26,79.9
F,1.24,65.4
M,1.71,87.2
F,1.76,74.8
M,1.31,65.2
M,1.25,141.0
F,1.5,89.2
F,1.5,141.1
M,1.69,76.5
F,1.28,90.1
M,1.7,66.9
F,1.3,147.8
F,1.99,78.9
M,1.98,83.9
F,1.49,60.8
F,1.34,75.8
M,1.52,61.3
F,1.58,79.3
F,1.94,120.7
F,1.94,106.4
F,1.81,59.3
F,1.21,73.0
F,1.42,82.8
F,1.46,72.5
M,1.77,58.2
F,1.84,84.6
M,1.87,61.0
F,1.74,61.4
M,1.7,42.8
M,1.33,65.7
M,1.49,84.4
F,1.28,85.9
F,1.9,112.6
M,1.57,67.0
M,1.96,68.3
M,1.46,65.0
M,1.95,69.8
M,1.92,117.8
M,1.48,70.6
F,1.45,93.6
F,1.28,65.9
F,1.35,80.7
M,1.46,63.0
F,1.92,77.7
M,1.32,63.2
F,1.84,82.0
M,1.45,67.5
M,1.43,63.1
M,1.74,64.3
M,1.23,86.8
F,1.76,68.1
M,1.93,70.3
F,1.3,77.9
F,1.51,88.1
F,1.78,81.7
M,1.73,95.7
F,1.45,59.0
F,1.91,91.5
F,1.43,62.9
M,1.82,69.3
M,1.87,73.0
F,1.92,79.9
M,1.39,88.0
F,1.63,72.0
F,1.59,62.5
M,1.7,91.8
M,1.77,68.7
M,1.64,70.9
F,1.24,77.7
F,1.56,77.0
M,1.82,72.5
M,1.22,70.1
M,1.98,102.7
M,1.39,70.6
F,1.81,71.9
F,1.62,98.6
F,1.47,90.4
F,1.71,69.2
M,1.86,71.0
M,1.35,142.0
F,1.83,65.5
M,1.53,109.7
F,1.6,76.8
M,1.84,65.6
F,1.45,86.4
M,1.94,73.6
M,1.76,79.3
F,1.61,61.5
M,1.7,60.2
F,1.79,84.1
M,1.66,80.8
M,1.86,60.7
M,1.94,72.3
F,1.55,74.4
M,1.91,72.7
F,1.46,60.0
F,1.86,66.6
M,1.27,68.6
M,1.92,86.2
M,1.79,61.4
F,1.25,65.5
F,1.35,69.9
F,2.0,92.2
F,1.22,127.0
F,1.27,71.6
F,1.98,71.1
M,1.48,65.9
M,1.8,61.0
M,1.91,67.7
F,1.9,65.0
M,1.93,61.6
F,1.41,93.7
M,1.57,60.9
M,1.65,134.9
M,1.56,77.7
F,1.39,54.8
M,1.27,104.9
M,1.78,62.9
M,1.81,64.2
M,1.67,89.7
F,1.5,68.2
F,1.72,89.8
M,1.58,71.3
F,1.34,65.7
F,1.7,75.2
F,1.35,79.2
F,1.89,65.7
F,1.39,61.4
M,1.61,115.2
F,1.89,94.3
F,1.93,90.7
M,1.99,67.0
F,1.72,77.7
M,1.93,61.6
M,1.39,63.6
F,1.8,60.8
M,1.52,62.9
F,1.64,90.7
M,1.27,83.8
F,1.83,66.9
F,1.52,64.0
M,1.45,88.0
F,1.59,59.4
M,1.3,71.3
M,1.24,75.6
M,1.4,64.2
M,1.53,78.4
F,1.27,63.4
M,1.75,64.6
M,1.57,76.6
M,1.46,84.9
M,1.4,79.6
M,1.43,61.9
F,1.87,66.6
F,1.97,61.3
F,1.25,73.2
F,1.83,94.0
F,1.63,59.1
M,1.95,76.8
F,1.25,76.0
M,1.59,70.0
M,1.86,69.1
F,1.62,75.3
M,1.81,84.3
F,1.51,59.2
F,1.5,87.2
F,1.85,60.6
M,1.37,78.6
F,1.47,85.4
M,1.3,65.5
F,1.91,99.9
F,1.42,72.1
F,1.24,74.5
M,1.44,69.3
F,1.86,61.9
M,1.54,70.9
F,1.55,90.7
F,1.81,69.0
F,1.88,86.6
F,1.53,83.7
M,1.96,87.2
F,1.81,94.9
F,1.98,84.5
F,2.0,94.3
F,1.87,75.9
F,1.36,63.1
M,1.66,79.6
M,1.61,66.1
M,1.53,73.6
F,1.45,93.8
M,1.72,72.0
F,1.37,62.7
F,1.74,65.9
F,1.91,63.4
M,1.58,73.3
M,1.9,85.1
F,1.75,87.9
M,1.7,88.2
M,1.53,82.5
F,1.51,66.0
M,1.27,62.9
F,1.58,69.6
F,1.33,60.2
F,1.44,75.5
F,1.81,61.9
M,1.64,88.3
M,1.76,73.0
M,1.3,79.0
F,1.64,123.7
M,1.23,61.6
M,1.98,59.1
F,1.59,61.0
F,1.68,64.2
M,1.66,94.1
F,1.34,99.0
F,1.96,93.5
F,1.81,143.3
M,1.86,88.0
F,1.43,41.1
F,1.81,69.1
F,1.52,108.0
M,1.38,116.3
M,1.26,104.3
M,1.47,74.0
F,1.4,88.2
F,1.64,64.5
M,1.77,94.8
F,1.22,72.3
F,1.97,63.4
M,1.53,74.7
F,1.53,93.5
F,1.56,63.9
F,1.88,83.8
F,1.76,59.7
M,1.21,66.5
F,1.32,42.6
F,1.85,92.1
M,2.0,94.9
F,1.22,123.2
F,1.41,74.5
F,1.53,50.6
F,1.52,92.4
F,1.95,60.1
M,1.78,62.8
F,1.41,68.3
M,1.37,67.8
F,1.65,94.8
M,1.65,94.5
F,1.21,80.7
M,1.92,80.3
M,1.56,102.8
M,1.49,93.3
F,1.93,61.5
F,1.69,59.7
F,1.32,95.0
M,1.28,85.7
F,1.79,126.2
F,1.73,137.9
F,1.86,88.1
M,1.26,80.8
F,1.73,92.7
F,1.4,81.9
F,1.38,71.1
F,1.89,128.5
M,1.85,64.0
F,1.81,126.5
F,1.9,74.9
M,1.3,75.3
F,1.97,71.4
F,1.57,127.0
M,1.44,63.4
F,1.64,104.9
F,1.94,93.5
F,1.6,58.9
F,1.24,64.3
F,1.66,64.7
F,1.87,141.5
F,1.94,70.9
F,1.76,51.2
F,1.72,46.7
M,1.77,74.2
F,1.94,82.0
M,1.26,68.8
F,1.74,114.2
M,1.85,73.8
F,1.7,123.4
M,1.41,134.2
M,1.23,87.3
F,1.24,70.0
F,1.48,101.7
F,1.25,92.8
M,1.54,65.3
M,1.29,91.5
M,1.93,78.9
M,1.79,74.1
M,1.41,59.8
F,1.3,67.7
M,1.4,93.5
M,1.99,78.5
M,1.83,82.1
M,1.65,71.2
F,1.92,84.2
F,1.24,131.2
M,1.66,68.4
M,1.44,70.5
M,1.8,62.8
M,1.63,59.1
M,1.36,75.8
M,1.62,93.6
F,1.72,92.4
F,1.34,61.5
M,1.64,81.0
F,1.95,73.8
M,1.73,54.9
M,1.8,86.1
F,1.86,138.3
M,1.24,91.5
F,1.45,142.3
M,1.33,82.2
M,1.65,85.1
M,1.5,71.8
F,1.71,66.8
F,1.97,61.3
F,1.53,74.0
M,1.79,75.2
M,1.78,88.9
F,1.35,84.7
M,1.74,69.7
F,1.98,148.0
F,1.35,69.2
F,1.7,66.4
M,1.91,76.5
M,1.86,69.8
M,1.35,86.7
F,1.47,54.6
F,1.37,89.4
M,1.46,72.9
F,1.73,71.6
F,1.31,70.6
M,1.31,85.5
M,1.66,74.4
F,1.83,71.0
F,1.97,75.7
M,1.58,74.0
M,1.31,71.5
M,2.0,80.1
F,1.73,67.1
M,1.61,60.3
M,1.51,130.1
M,1.6,65.2
M,1.69,101.9
M,1.88,89.5
F,1.34,72.7
M,1.98,73.4
F,1.27,52.2
M,1.53,80.8
M,1.65,75.5
F,1.98,69.1
M,1.38,71.9
F,1.99,66.9
M,1.86,66.1
M,1.29,75.4
F,1.82,45.6
M,1.94,68.0
M,1.41,70.7
M,1.31,72.6
F,1.42,70.3
M,1.63,67.6
F,1.9,66.1
M,1.31,66.2
F,1.88,76.7
M,1.28,60.7
F,1.4,66.2
M,1.6,79.4
F,1.84,89.4
F,1.95,141.7
F,1.79,109.5
F,1.64,60.8
M,1.94,62.1
M,1.64,64.1
F,1.22,69.0
M,1.94,72.9
F,1.34,147.1
M,1.67,65.1
M,1.41,94.2
F,1.82,144.0
F,1.92,74.3
F,1.59,112.0
M,1.4,68.1
F,1.64,89.4
M,1.7,84.4
F,1.41,59.5
M,1.23,85.8
M,1.8,65.1
M,1.85,90.8
F,1.91,69.3
M,1.3,78.4
M,1.98,74.7
F,1.3,66.7
M,1.45,62.7
M,1.79,75.8
F,1.35,83.7
M,1.4,72.8
F,1.8,68.3
F,1.93,72.7
F,1.92,71.7
M,1.41,76.3
F,1.51,69.4
M,1.7,70.3
M,1.26,88.5
M,1.72,114.7
F,1.61,101.8
M,1.67,69.6
F,1.42,142.2
F,1.81,84.8
M,1.72,80.6
F,1.77,73.4
F,1.4,71.7
M,1.61,65.7
M,1.67,52.8
M,1.93,72.4
M,1.22,81.6
F,1.52,71.4
M,1.34,60.4
M,1.21,118.4
F,1.85,124.4
M,1.91,83.2
M,1.58,94.5
M,1.23,79.1
F,1.93,63.4
M,1.81,72.2
M,1.2,73.7
M,1.99,82.0
M,1.69,81.2
M,1.66,67.1
M,1.31,92.6
F,1.88,74.2
M,1.26,60.4
M,1.88,79.1
F,1.59,121.8
M,1.55,67.5
M,1.6,63.1
F,1.42,89.8
F,1.65,75.7
F,1.88,72.7
M,1.68,124.7
F,1.89,64.8
M,1.81,65.0
F,1.87,68.0
F,1.67,86.0
F,1.63,61.0
F,1.3,131.9
M,1.98,68.2
M,1.22,71.4
M,1.63,135.4
F,1.33,70.1
F,1.32,71.0
M,1.82,88.9
M,1.48,89.4
M,1.66,139.2
M,1.83,91.9
M,1.5,80.8
F,1.88,74.4
M,1.68,80.2
F,2.0,75.1
M,1.32,93.5
M,1.49,87.4
F,1.78,70.5
M,1.41,74.0
F,1.4,129.1
M,1.56,103.2
M,1.91,63.1
F,1.34,72.3
M,1.76,66.0
F,1.55,63.1
M,1.22,70.2
F,1.54,71.5
F,1.42,63.4
F,1.22,83.3
M,1.96,75.5
F,1.23,76.2
M,1.77,109.1
M,1.24,88.0
F,1.39,67.5
M,1.33,60.0
M,1.52,43.9
F,1.8,63.2
F,1.58,81.7
F,1.23,65.3
M,1.75,91.3
F,1.46,64.7
F,1.27,71.9
M,1.84,91.7
F,1.66,70.1
M,1.33,127.2
F,1.9,79.0
M,1.77,133.5
M,1.64,91.9
M,1.96,68.4
F,1.9,94.5
M,1.61,141.6
M,1.96,82.2
F,1.96,72.6
F,1.87,125.3
M,1.93,75.6
F,1.87,127.1
M,1.66,70.2
M,1.47,80.6
M,1.54,80.2
F,1.69,75.2
F,1.95,78.7
F,1.79,74.6
M,1.94,82.2
F,1.36,144.4
M,1.94,87.6
M,1.47,88.8
F,1.71,88.0
M,1.95,72.9
M,1.53,50.2
F,1.99,77.3
F,1.92,68.2
M,1.51,64.2
M,1.32,91.3
M,1.83,73.9
M,1.42,57.4
M,1.49,79.6
M,1.37,127.6
F,1.42,73.7
M,1.35,62.1
F,1.71,63.6
M,1.82,63.2
M,1.31,61.4
M,1.57,97.7
F,1.44,69.8
M,1.3,82.4
M,2.0,64.4
F,1.83,73.1
F,1.6,72.1
M,1.59,76.5
M,1.24,64.3
M,1.57,116.3
F,1.72,89.3
F,1.81,87.6
M,1.29,68.0
F,1.97,63.2
F,1.73,67.7
M,1.5,62.3
F,1.37,79.5
F,1.89,142.6
M,1.22,88.8
F,1.39,60.7
F,1.7,63.0
M,1.26,80.6
F,1.46,71.1
M,1.99,75.9
M,1.92,76.0
F,1.3,76.5
M,1.66,72.1
F,1.78,64.4
M,1.48,80.7
M,1.92,92.6
F,1.49,81.3
F,1.37,62.1
F,1.65,73.4
F,1.39,72.4
M,1.58,118.3
M,1.89,81.1
M,1.77,122.8
M,1.58,74.3
F,1.28,69.9
F,1.8,90.7
M,1.78,68.1
M,1.87,67.0
M,1.71,62.1
F,1.36,68.2
M,1.24,90.7
F,1.23,85.9
F,1.38,62.7
M,1.26,90.9
F,1.78,75.1
M,1.94,75.7
F,1.44,63.2
F,1.72,70.5
M,1.59,67.6
M,1.36,119.0
M,1.93,112.5
M,1.21,74.6
M,1.65,65.8
F,1.42,76.4
F,1.65,58.5
F,1.36,78.9
M,1.4,63.8
F,1.95,59.3
F,1.77,83.6
M,1.45,63.5
F,1.39,83.1
M,1.24,79.4
M,1.36,73.7
M,1.72,92.1
M,1.4,106.2
M,1.32,92.6
F,1.27,148.1
M,1.49,149.1
F,1.88,60.3
F,1.31,69.6
M,1.8,72.9
F,1.75,59.7
M,1.74,60.1
F,1.5,82.4
M,1.63,148.8
M,1.89,70.3
F,1.59,72.7
M,1.51,71.9
F,1.38,105.1
M,1.46,86.4
M,1.89,86.0
M,1.94,75.6
F,1.9,69.1
M,1.8,93.2
M,1.5,68.5
F,1.72,115.3
M,1.25,63.4
F,1.84,92.0
F,1.45,67.7
F,1.43,67.2
F,1.5,50.6
M,1.72,59.9
F,1.27,65.1
F,1.63,64.0
F,1.65,83.5
F,1.36,146.8
F,1.71,74.7
F,1.26,93.7
M,1.31,72.3
F,1.64,65.6
M,1.48,73.6
F,2.0,90.5
M,1.93,79.1
M,1.82,61.3
M,1.47,73.4
M,1.93,91.2
M,1.69,77.6
M,1.48,91.0
M,1.88,71.4
M,1.6,40.3
M,1.64,82.6
F,1.31,87.2
M,1.83,59.1
F,1.89,62.8
M,1.91,62.3
M,1.98,88.6
F,2.0,64.2
M,1.26,72.7
M,1.97,83.2
F,1.61,70.8
F,1.59,54.5
F,1.86,103.8
M,1.53,67.1
M,1.84,64.8
F,1.82,83.2
M,1.49,106.0
M,1.38,99.2
F,1.56,56.9
M,1.21,111.2
M,1.2,65.7
M,1.98,48.9
M,1.66,77.0
M,1.69,48.6
M,1.44,62.7
F,1.88,65.7
M,1.64,68.6
F,1.88,71.5
F,1.65,75.8
M,1.5,63.4
M,1.71,87.4
F,1.66,80.1
F,1.5,114.3
F,1.86,94.9
M,1.86,62.9
M,1.5,111.3
M,1.39,85.1
M,1.55,69.3
F,1.88,73.5
M,1.83,146.4
F,1.81,63.4
M,1.67,78.5
M,1.32,63.4
F,1.45,91.7
F,1.31,78.8
F,1.83,88.7
F,1.26,74.1
M,1.33,77.5
M,1.69,59.8
F,1.59,83.3
M,1.53,86.4
F,1.35,66.7
F,1.41,79.8
M,1.52,70.1
M,1.2,60.8
F,1.94,64.0
M,1.74,93.7
M,1.51,73.2
M,1.53,64.0
F,1.47,62.5
F,1.34,71.4
M,1.75,66.6
M,1.5,84.9
M,1.51,69.7
M,1.33,64.9
F,1.54,42.6
M,1.67,117.1
F,1.41,94.3
M,1.74,64.4
M,1.73,136.6
F,1.88,85.3
F,1.3,125.8
M,1.63,64.6
F,1.75,64.8
M,1.42,71.0
F,1.68,81.0
M,1.65,87.4
F,1.78,94.5
M,1.93,53.0
F,1.96,64.8
M,1.23,60.0
M,1.83,94.1
F,1.89,63.4
F,1.62,89.9
M,1.49,64.6
M,1.41,62.0
F,1.41,65.4
M,1.4,89.4
M,1.53,141.3
F,1.88,89.8
M,1.69,93.1
M,1.92,93.3
F,1.8,84.5
M,1.54,85.2
M,1.55,88.5
M,1.37,68.0
F,1.34,68.9
F,1.88,81.6
F,1.98,89.7
F,1.71,64.8
F,1.49,74.3
M,1.74,68.3
M,1.73,64.4
M,1.56,91.1
M,1.98,112.4
M,1.95,128.9
F,1.75,126.3
M,1.7,64.1
M,1.79,94.8
F,1.75,92.1
F,1.93,60.0
F,1.6,92.9
M,1.5,59.0
M,1.29,63.2
F,1.53,76.4
M,1.46,62.3
F,1.73,71.3
M,2.0,78.1
M,1.77,72.9
